Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Ярская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420	УИК №3421	УИК №3422	УИК №3423	УИК №3424									
		0.18%	0.27%	0.00%	0.00%	0.00%	0.00%	0.52%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.25%	0.21%	0.22%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	649	37	12	15	16	5	14	49	7	4	5	7	12	4	10	13	33	46	52	93	80	64	49	19	3									
		9.49%	9.92%	5.85%	7.21%	5.57%	15.63%	7.22%	9.46%	3.29%	4.40%	11.63%	5.26%	9.60%	2.65%	9.52%	7.56%	10.71%	10.50%	12.90%	9.91%	8.94%	19.22%	10.99%	12.26%	4.05%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	0	0	1	0	2	0	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0									
		0.13%	0.00%	0.00%	0.00%	0.35%	0.00%	1.03%	0.00%	0.47%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.23%	0.00%	0.11%	0.11%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	232	4	2	0	6	2	4	18	1	3	0	6	2	2	2	0	9	26	15	40	49	13	17	7	4									
		3.39%	1.07%	0.98%	0.00%	2.09%	6.25%	2.06%	3.47%	0.47%	3.30%	0.00%	4.51%	1.60%	1.32%	1.90%	0.00%	2.92%	5.94%	3.72%	4.26%	5.47%	3.90%	3.81%	4.52%	5.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	1	1	0	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.23%	0.50%	0.11%	0.11%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	3	2	4	6	2	1	1	0									
		0.39%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.68%	0.50%	0.43%	0.67%	0.60%	0.22%	0.65%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	932	46	8	19	55	2	14	76	29	8	5	7	14	4	16	13	37	63	54	166	158	26	84	13	15									
		13.63%	12.33%	3.90%	9.13%	19.16%	6.25%	7.22%	14.67%	13.62%	8.79%	11.63%	5.26%	11.20%	2.65%	15.24%	7.56%	12.01%	14.38%	13.40%	17.70%	17.65%	7.81%	18.83%	8.39%	20.27%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	1	1	0	1	0	1	0	2	1	0	0	1	1	0	0	0	1	0	6	6	0	1	0	0									
		0.34%	0.27%	0.49%	0.00%	0.35%	0.00%	0.52%	0.00%	0.94%	1.10%	0.00%	0.00%	0.80%	0.66%	0.00%	0.00%	0.00%	0.23%	0.00%	0.64%	0.67%	0.00%	0.22%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	219	5	3	6	4	0	2	9	3	2	1	5	5	3	3	6	7	8	9	62	23	20	29	3	1									
		3.20%	1.34%	1.46%	2.88%	1.39%	0.00%	1.03%	1.74%	1.41%	2.20%	2.33%	3.76%	4.00%	1.99%	2.86%	3.49%	2.27%	1.83%	2.23%	6.61%	2.57%	6.01%	6.50%	1.94%	1.35%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
