7	Число избирательных бюллетеней в переносных ящиках для голосования	4762	19	30	137	12	129	123	14	275	60	17	101	50	30	168	12	85	63	49	67	11	31	29	42	22	71	240	44	188	301	72	33	42	38	24	74	30	56	47	12	41	218	23	17	31	32	27	31	17	12	41	313	155	491	38	11	14	10	13	11	11	11	11	12	11	11	11	11	10	10	10	10	10	10	10	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11					
8	Число бюллетеней в стационарных ящиках для голосования	63452	886	1014	764	1205	954	1299	724	850	1254	821	1206	915	950	1196	729	1520	1392	1495	1661	504	857	838	557	796	574	477	1371	1599	638	1571	795	1499	1036	992	1443	1145	1751	1552	739	1287	1132	1629	1240	1458	1455	1439	1549	1569	1535	1424	504	607	1751	1406	757	1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
9	Число недействительных избирательных бюллетеней	1427	22	12	17	20	25	46	10	31	24	13	32	32	19	19	16	35	41	33	42	16	31	20	13	29	15	9	35	34	25	36	12	41	26	18	27	29	32	29	15	17	21	27	23	28	29	22	35	28	46	41	3	6	46	17	19	21	0	1	2	0	0	2	0	0	0	0	0	4	0	1	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0					
10	Число действительных избирательных бюллетеней	66787	883	1032	884	1197	1058	1376	728	1094	1290	825	1275	933	961	1345	725	1570	1414	1511	1686	499	857	847	586	789	630	708	1380	1753	914	1607	816	1500	1048	998	1490	1146	1775	1570	736	1311	1329	1625	1234	1461	1458	1444	1545	1558	1501	1424	814	756	2196	1427	749	1134	10	12	9	11	11	9	12	11	11	11	11	6	10	9	10	10	10	7	11	11	11	10	11	11	10	11	11	11	11	11	10	11	11	11	10	11	11					
11	Число полученных открепительных  удостоверений	1214	25	15	25	21	15	25	15	15	25	15	25	15	15	25	15	50	25	23	30	15	15	15	15	15	15	15	35	30	25	25	25	15	25	25	15	25	25	25	15	14	20	33	15	25	25	24	36	15	30	17	15	25	16	40	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	928	17	13	25	13	7	25	7	11	15	9	23	5	9	25	15	43	23	22	23	5	10	15	9	9	11	7	32	21	13	20	18	14	17	18	12	16	22	23	13	12	20	25	11	22	21	20	27	15	22	17	7	15	16	30	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1650	23	9	35	22	99	34	18	22	28	18	18	21	27	53	10	73	15	41	29	71	29	19	33	26	23	25	30	32	76	23	11	35	24	22	10	10	19	24	12	22	19	11	23	18	41	11	15	18	10	28	60	45	118	21	23	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	286	8	2	0	8	8	0	8	4	10	6	2	10	6	0	0	7	2	1	7	10	5	0	6	6	4	8	3	9	12	5	7	1	8	7	3	9	3	2	2	2	0	8	4	3	4	4	9	0	8	0	8	10	0	10	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	37	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	2	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	2	0	0	5	0	2	1	0	2	3	0	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																				
18	Богданов Андрей Владимирович	1612	23	23	22	40	25	37	17	18	35	20	29	25	12	37	22	48	45	50	52	26	28	29	14	17	17	24	38	40	25	48	14	49	25	23	25	24	41	32	14	18	36	38	17	28	33	30	36	17	40	40	10	5	29	39	19	32	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	2	0	1	0	1	0	0	0	1	0	1	0	0	0	0	2	0	0	0					
		2.36%	2.54%	2.20%	2.44%	3.29%	2.31%	2.60%	2.30%	1.60%	2.66%	2.39%	2.22%	2.59%	1.22%	2.71%	2.97%	2.99%	3.09%	3.24%	3.01%	5.05%	3.15%	3.34%	2.34%	2.08%	2.64%	3.35%	2.69%	2.24%	2.66%	2.92%	1.69%	3.18%	2.33%	2.26%	1.65%	2.04%	2.27%	2.00%	1.86%	1.36%	2.67%	2.30%	1.35%	1.88%	2.22%	2.05%	2.28%	1.07%	2.59%	2.73%	1.22%	0.66%	1.29%	2.70%	2.47%	2.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	9.09%	0.00%	0.00%	9.09%	10.00%	0.00%	0.00%	10.00%	0.00%	0.00%	0.00%	18.18%	0.00%	9.09%	0.00%	9.09%	0.00%	0.00%	0.00%	9.09%	0.00%	9.09%	0.00%	0.00%	0.00%	0.00%	18.18%	0.00%	0.00%	0.00%					
19	Жириновский Владимир Вольфович	6784	97	88	145	108	88	112	64	126	135	117	108	78	122	131	79	171	91	133	133	60	96	84	56	65	72	55	120	137	90	148	103	177	108	79	134	108	168	152	80	171	151	184	135	147	129	168	160	190	167	150	84	86	253	143	65	126	1	4	1	2	3	0	2	3	3	1	1	0	0	1	0	1	1	1	3	1	1	3	2	1	1	3	1	1	0	4	2	4	0	1	2	1	1					
		9.95%	10.72%	8.43%	16.09%	8.87%	8.13%	7.88%	8.67%	11.20%	10.27%	13.96%	8.26%	8.08%	12.45%	9.60%	10.66%	10.65%	6.25%	8.61%	7.70%	11.65%	10.81%	9.69%	9.35%	7.95%	11.16%	7.67%	8.48%	7.67%	9.58%	9.01%	12.44%	11.49%	10.06%	7.78%	8.83%	9.19%	9.30%	9.51%	10.65%	12.88%	11.19%	11.14%	10.74%	9.87%	8.68%	11.46%	10.13%	11.98%	10.80%	10.24%	10.28%	11.29%	11.28%	9.90%	8.46%	10.91%	10.00%	30.77%	9.09%	18.18%	27.27%	0.00%	16.67%	27.27%	27.27%	9.09%	9.09%	0.00%	0.00%	10.00%	0.00%	10.00%	10.00%	10.00%	27.27%	9.09%	9.09%	27.27%	18.18%	9.09%	9.09%	27.27%	9.09%	9.09%	0.00%	36.36%	18.18%	36.36%	0.00%	9.09%	18.18%	9.09%	9.09%					
20	Зюганов Геннадий Андреевич	17079	240	281	167	249	248	410	114	298	316	177	337	249	180	334	151	377	459	396	590	108	203	194	167	226	134	173	353	496	217	426	181	375	317	333	426	344	488	468	158	337	265	416	349	430	315	374	431	429	368	332	152	152	473	367	206	271	0	4	3	3	0	1	3	2	1	1	1	2	2	2	2	0	0	0	0	0	2	0	3	1	1	2	0	0	1	0	3	4	2	2	3	1	0					
		25.04%	26.52%	26.92%	18.53%	20.46%	22.90%	28.83%	15.45%	26.49%	24.05%	21.12%	25.78%	25.80%	18.37%	24.49%	20.38%	23.49%	31.55%	25.65%	34.14%	20.97%	22.86%	22.38%	27.88%	27.63%	20.78%	24.13%	24.95%	27.76%	23.11%	25.93%	21.86%	24.33%	29.52%	32.78%	28.08%	29.28%	27.01%	29.27%	21.04%	25.38%	19.63%	25.18%	27.76%	28.88%	21.18%	25.51%	27.28%	27.05%	23.79%	22.66%	18.60%	19.95%	21.10%	25.42%	26.82%	23.46%	0.00%	30.77%	27.27%	27.27%	0.00%	9.09%	25.00%	18.18%	9.09%	9.09%	9.09%	20.00%	20.00%	20.00%	20.00%	0.00%	0.00%	0.00%	0.00%	0.00%	18.18%	0.00%	27.27%	9.09%	9.09%	18.18%	0.00%	0.00%	9.09%	0.00%	27.27%	36.36%	18.18%	18.18%	27.27%	9.09%	0.00%					
21	Медведев Дмитрий Анатольевич	41312	523	640	550	800	697	817	533	652	804	511	801	581	647	843	473	974	819	932	911	305	530	540	349	481	407	456	869	1080	582	985	518	899	598	563	905	670	1078	918	484	785	877	987	733	856	981	872	918	922	926	902	568	513	1441	878	459	705	9	4	5	6	8	8	7	5	7	9	8	3	8	6	7	9	9	6	6	10	7	7	5	9	8	6	9	10	9	7	5	3	9	6	5	9	10					
		60.56%	57.79%	61.30%	61.04%	65.74%	64.36%	57.45%	72.22%	57.96%	61.19%	60.98%	61.29%	60.21%	66.02%	61.80%	63.83%	60.69%	56.29%	60.36%	52.72%	59.22%	59.68%	62.28%	58.26%	58.80%	63.10%	63.60%	61.41%	60.44%	61.98%	59.95%	62.56%	58.34%	55.68%	55.41%	59.66%	57.02%	59.66%	57.41%	64.45%	59.11%	64.96%	59.75%	58.31%	57.49%	65.97%	59.48%	58.10%	58.13%	59.86%	61.57%	69.52%	67.32%	64.27%	60.80%	59.77%	61.04%	90.00%	30.77%	45.45%	54.55%	72.73%	72.73%	58.33%	45.45%	63.64%	81.82%	72.73%	30.00%	80.00%	60.00%	70.00%	90.00%	90.00%	60.00%	54.55%	90.91%	63.64%	63.64%	45.45%	81.82%	72.73%	54.55%	81.82%	90.91%	81.82%	63.64%	45.45%	27.27%	81.82%	54.55%	45.45%	81.82%	90.91%					
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
