Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    район Черемушки																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №3748									
		33.07%	33.29%	32.92%	36.53%	36.79%	34.95%	33.81%	35.80%	29.76%	25.81%	33.05%	34.04%	34.68%	32.54%	30.02%	30.13%	33.94%	33.06%	33.98%	38.63%	33.42%	37.27%	36.11%	38.12%	32.09%	28.72%	35.03%	32.17%	30.10%	30.43%	26.03%	41.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	376	12	13	13	9	8	17	15	7	13	18	11	11	16	15	20	4	10	12	6	14	11	9	5	19	19	6	22	5	19	15	2									
		1.78%	1.51%	1.78%	1.62%	1.39%	1.25%	2.43%	2.10%	4.17%	1.83%	2.59%	1.55%	1.85%	2.37%	2.30%	2.60%	0.52%	1.16%	1.22%	0.84%	1.92%	1.67%	1.70%	1.07%	2.45%	2.25%	0.85%	2.84%	0.82%	2.40%	1.87%	2.78%									
24	"6. Политическая партия ""Гражданская Платформа"""	69	4	2	1	2	3	1	3	1	2	1	2	2	0	6	4	1	6	2	1	4	1	2	4	2	2	0	3	1	4	2	0									
		0.33%	0.50%	0.27%	0.12%	0.31%	0.47%	0.14%	0.42%	0.60%	0.28%	0.14%	0.28%	0.34%	0.00%	0.92%	0.52%	0.13%	0.70%	0.20%	0.14%	0.55%	0.15%	0.38%	0.86%	0.26%	0.24%	0.00%	0.39%	0.16%	0.51%	0.25%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2453	123	86	102	80	79	98	111	23	77	62	73	71	59	80	72	92	100	104	97	84	84	77	73	112	86	84	91	46	58	54	15									
		11.62%	15.45%	11.75%	12.72%	12.36%	12.38%	13.98%	15.52%	13.69%	10.86%	8.91%	10.27%	11.95%	8.73%	12.25%	9.35%	11.96%	11.64%	10.55%	13.53%	11.51%	12.73%	14.56%	15.63%	14.43%	10.17%	11.86%	11.76%	7.57%	7.32%	6.72%	20.83%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	775	30	32	17	18	17	23	25	7	32	21	35	22	45	27	21	23	40	34	17	36	21	29	8	26	31	19	40	27	31	19	2									
		3.67%	3.77%	4.37%	2.12%	2.78%	2.66%	3.28%	3.50%	4.17%	4.51%	3.02%	4.92%	3.70%	6.66%	4.13%	2.73%	2.99%	4.66%	3.45%	2.37%	4.93%	3.18%	5.48%	1.71%	3.35%	3.66%	2.68%	5.17%	4.44%	3.91%	2.37%	2.78%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	952	26	24	31	24	14	38	37	6	64	49	39	25	38	36	42	35	33	40	25	48	15	17	14	23	40	25	42	22	48	28	4									
		4.51%	3.27%	3.28%	3.87%	3.71%	2.19%	5.42%	5.17%	3.57%	9.03%	7.04%	5.49%	4.21%	5.62%	5.51%	5.45%	4.55%	3.84%	4.06%	3.49%	6.58%	2.27%	3.21%	2.99%	2.96%	4.73%	3.53%	5.43%	3.62%	6.06%	3.49%	5.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	44	5	3	1	2	0	0	0	0	4	3	1	1	2	1	2	1	0	2	0	2	2	3	1	3	0	2	0	2	0	1	0									
		0.21%	0.63%	0.41%	0.12%	0.31%	0.00%	0.00%	0.00%	0.00%	0.56%	0.43%	0.14%	0.17%	0.30%	0.15%	0.26%	0.13%	0.00%	0.20%	0.00%	0.27%	0.30%	0.57%	0.21%	0.39%	0.00%	0.28%	0.00%	0.33%	0.00%	0.12%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2609	102	84	98	62	87	95	71	29	104	83	97	68	83	88	132	89	117	129	59	91	69	59	43	89	109	93	113	101	72	90	3									
		12.36%	12.81%	11.48%	12.22%	9.58%	13.64%	13.55%	9.93%	17.26%	14.67%	11.93%	13.64%	11.45%	12.28%	13.48%	17.14%	11.57%	13.62%	13.08%	8.23%	12.47%	10.45%	11.15%	9.21%	11.47%	12.88%	13.14%	14.60%	16.61%	9.09%	11.21%	4.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3153	117	117	107	90	95	76	83	20	115	100	94	81	98	92	115	99	108	124	103	99	92	57	55	121	136	96	103	132	179	242	7									
		14.94%	14.70%	15.98%	13.34%	13.91%	14.89%	10.84%	11.61%	11.90%	16.22%	14.37%	13.22%	13.64%	14.50%	14.09%	14.94%	12.87%	12.57%	12.58%	14.37%	13.56%	13.94%	10.78%	11.78%	15.59%	16.08%	13.56%	13.31%	21.71%	22.60%	30.14%	9.72%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	131	5	7	6	1	6	6	2	1	11	5	9	2	3	2	2	5	8	5	3	3	5	2	3	2	3	5	5	1	7	6	0									
		0.62%	0.63%	0.96%	0.75%	0.15%	0.94%	0.86%	0.28%	0.60%	1.55%	0.72%	1.27%	0.34%	0.44%	0.31%	0.26%	0.65%	0.93%	0.51%	0.42%	0.41%	0.76%	0.38%	0.64%	0.26%	0.35%	0.71%	0.65%	0.16%	0.88%	0.75%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1262	27	44	44	31	36	32	36	10	28	47	44	30	44	37	45	79	61	81	48	32	41	30	23	57	78	38	22	30	55	51	1									
		5.98%	3.39%	6.01%	5.49%	4.79%	5.64%	4.56%	5.03%	5.95%	3.95%	6.75%	6.19%	5.05%	6.51%	5.67%	5.84%	10.27%	7.10%	8.22%	6.69%	4.38%	6.21%	5.67%	4.93%	7.35%	9.22%	5.37%	2.84%	4.93%	6.94%	6.35%	1.39%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
