Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Краснохолмская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506									
		1.79%	2.44%	2.76%	1.73%	1.58%	0.76%	13.83%	2.10%	0.00%	0.82%	1.02%	0.00%	0.00%	0.00%	1.69%	3.23%	1.22%	0.94%	0.00%	0.91%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	97	11	21	16	9	10	1	3	1	5	1	5	3	0	1	2	1	2	0	2	3									
		2.56%	2.68%	3.86%	3.46%	2.37%	3.80%	1.06%	1.26%	0.63%	4.10%	1.02%	4.59%	1.61%	0.00%	0.85%	3.23%	1.22%	1.89%	0.00%	1.82%	2.97%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	87	10	16	17	8	2	0	7	2	4	1	5	2	2	1	1	6	1	0	1	1									
		2.30%	2.44%	2.94%	3.68%	2.11%	0.76%	0.00%	2.94%	1.27%	3.28%	1.02%	4.59%	1.08%	2.44%	0.85%	1.61%	7.32%	0.94%	0.00%	0.91%	0.99%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1792	151	190	185	157	135	53	126	92	66	59	61	80	45	84	37	49	62	36	65	59									
		47.28%	36.83%	34.93%	40.04%	41.42%	51.33%	56.38%	52.94%	58.23%	54.10%	60.20%	55.96%	43.01%	54.88%	71.19%	59.68%	59.76%	58.49%	54.55%	59.09%	58.42%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	3	4	4	2	0	0	0	0	1	1	2	0	0	0	2	0	1	0	0	2									
		0.58%	0.73%	0.74%	0.87%	0.53%	0.00%	0.00%	0.00%	0.00%	0.82%	1.02%	1.83%	0.00%	0.00%	0.00%	3.23%	0.00%	0.94%	0.00%	0.00%	1.98%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0									
		0.16%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	1.52%	0.91%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	626	78	99	78	65	46	10	23	24	28	12	13	41	21	15	13	9	11	7	21	12									
		16.52%	19.02%	18.20%	16.88%	17.15%	17.49%	10.64%	9.66%	15.19%	22.95%	12.24%	11.93%	22.04%	25.61%	12.71%	20.97%	10.98%	10.38%	10.61%	19.09%	11.88%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	2	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0									
		0.18%	0.00%	0.37%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.83%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	1	3	4	2	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	0									
		0.50%	0.24%	0.55%	0.87%	0.53%	0.38%	1.06%	0.00%	0.63%	0.82%	0.00%	0.00%	0.00%	1.22%	0.85%	0.00%	0.00%	0.94%	1.52%	0.91%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0									
		0.16%	0.00%	0.18%	0.00%	0.26%	0.00%	0.00%	0.42%	0.63%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	3	6	11	0	0	1	1	6	1	1	2	2	0	0	0	0	0	1	0	0									
		0.92%	0.73%	1.10%	2.38%	0.00%	0.00%	1.06%	0.42%	3.80%	0.82%	1.02%	1.83%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	509	51	84	78	60	16	3	44	19	13	17	10	35	9	11	5	9	10	12	13	10									
		13.43%	12.44%	15.44%	16.88%	15.83%	6.08%	3.19%	18.49%	12.03%	10.66%	17.35%	9.17%	18.82%	10.98%	9.32%	8.06%	10.98%	9.43%	18.18%	11.82%	9.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	1	2	2	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1									
		0.29%	0.24%	0.37%	0.43%	0.00%	0.38%	1.06%	0.00%	0.00%	0.00%	0.00%	0.92%	0.54%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	449	85	84	51	65	48	10	23	10	2	3	7	20	1	1	0	4	16	3	4	12									
		11.85%	20.73%	15.44%	11.04%	17.15%	18.25%	10.64%	9.66%	6.33%	1.64%	3.06%	6.42%	10.75%	1.22%	0.85%	0.00%	4.88%	15.09%	4.55%	3.64%	11.88%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
