Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																				
Дата голосования: 04.12.2011																																																																				
																																																																				
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №17																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2640	80	40	40	40	40	40	40	40	80	40	40	40	40	40	40	40	40	40	40	40	80	80	40	40	40	80	40	80	40	40	40	40	40	40	40	40	40	40	40	80	40	40	40	40	80	40	40	40	40	40	40	40	40	40	40	40	40	40	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1907	50	32	28	28	34	26	32	29	47	29	31	24	27	24	30	35	34	25	24	17	55	59	36	25	25	40	28	71	29	35	29	35	40	34	33	40	36	40	30	57	23	34	37	34	42	26	34	35	12	29	22	33	31	23	31	29	29	20	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1258	25	21	12	17	13	18	21	10	22	17	25	19	23	17	16	13	10	22	23	19	15	45	16	34	41	29	14	24	15	13	13	20	9	18	40	9	15	14	18	12	17	14	18	18	20	22	22	37	10	15	15	8	10	11	14	12	12	11	29	54	112					
14	Число погашенных неиспользованных открепительных удостоверений	733	30	8	12	12	6	14	8	11	33	11	9	16	13	16	10	5	6	15	16	23	25	21	4	15	15	40	12	9	11	5	11	5	0	6	7	0	4	0	10	23	17	6	3	6	38	14	6	5	28	11	18	7	9	17	9	11	11	20	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	3	0	0	0	2	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	19844	415	415	327	410	393	367	376	424	435	407	454	306	329	272	262	312	311	363	416	232	386	354	317	174	244	302	339	357	290	316	344	394	215	318	343	327	396	352	415	346	360	349	411	339	386	383	370	352	186	324	393	301	332	272	270	377	298	262	89	13	22					
		26.11%	24.57%	30.31%	19.87%	31.25%	30.63%	23.44%	22.38%	30.81%	26.84%	28.32%	29.29%	27.10%	31.51%	27.36%	27.55%	30.53%	28.43%	29.32%	32.25%	26.76%	30.39%	27.42%	24.59%	10.44%	29.87%	24.59%	29.05%	28.49%	26.61%	28.42%	27.50%	28.59%	18.08%	28.88%	29.67%	30.03%	29.38%	27.76%	30.18%	29.78%	29.13%	25.87%	27.81%	33.60%	30.35%	32.76%	32.26%	27.10%	27.68%	25.29%	25.72%	29.48%	27.46%	24.29%	23.91%	25.23%	29.10%	26.55%	3.90%	3.39%	1.77%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8117	158	113	106	129	93	100	133	124	146	115	139	119	104	122	97	74	128	128	150	84	115	123	158	418	80	201	131	113	105	120	123	133	137	119	105	110	158	132	127	97	120	147	150	107	151	127	113	115	77	102	205	125	135	110	102	145	115	132	571	19	82					
		10.68%	9.35%	8.25%	6.44%	9.83%	7.25%	6.39%	7.92%	9.01%	9.01%	8.00%	8.97%	10.54%	9.96%	12.27%	10.20%	7.24%	11.70%	10.34%	11.63%	9.69%	9.06%	9.53%	12.26%	25.07%	9.79%	16.37%	11.23%	9.02%	9.63%	10.79%	9.83%	9.65%	11.52%	10.81%	9.08%	10.10%	11.72%	10.41%	9.24%	8.35%	9.71%	10.90%	10.15%	10.60%	11.87%	10.86%	9.85%	8.85%	11.46%	7.96%	13.42%	12.24%	11.17%	9.82%	9.03%	9.71%	11.23%	13.37%	25.03%	4.96%	6.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	908	24	20	3	5	12	5	6	11	23	10	15	22	18	10	18	18	11	10	25	18	9	21	13	20	21	18	15	12	10	12	17	13	15	15	16	7	21	10	18	17	18	14	13	11	24	16	19	23	11	18	24	16	16	12	20	15	9	14	24	2	5					
		1.19%	1.42%	1.46%	0.18%	0.38%	0.94%	0.32%	0.36%	0.80%	1.42%	0.70%	0.97%	1.95%	1.72%	1.01%	1.89%	1.76%	1.01%	0.81%	1.94%	2.08%	0.71%	1.63%	1.01%	1.20%	2.57%	1.47%	1.29%	0.96%	0.92%	1.08%	1.36%	0.94%	1.26%	1.36%	1.38%	0.64%	1.56%	0.79%	1.31%	1.46%	1.46%	1.04%	0.88%	1.09%	1.89%	1.37%	1.66%	1.77%	1.64%	1.41%	1.57%	1.57%	1.32%	1.07%	1.77%	1.00%	0.88%	1.42%	1.05%	0.52%	0.40%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12089	293	200	231	211	192	207	237	243	282	250	244	168	159	191	173	209	195	214	188	145	206	253	252	264	159	187	185	196	180	210	227	258	150	235	212	199	232	196	247	210	210	236	272	173	241	228	195	6	110	210	309	182	177	195	176	220	171	192	63	13	20					
		15.91%	17.35%	14.61%	14.03%	16.08%	14.96%	13.22%	14.11%	17.66%	17.40%	17.40%	15.74%	14.88%	15.23%	19.22%	18.19%	20.45%	17.82%	17.29%	14.57%	16.72%	16.22%	19.60%	19.55%	15.84%	19.46%	15.23%	15.85%	15.64%	16.51%	18.88%	18.15%	18.72%	12.62%	21.34%	18.34%	18.27%	17.21%	15.46%	17.96%	18.07%	16.99%	17.49%	18.40%	17.15%	18.95%	19.50%	17.00%	0.46%	16.37%	16.39%	20.22%	17.83%	14.64%	17.41%	15.59%	14.73%	16.70%	19.45%	2.76%	3.39%	1.61%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	10774	271	135	274	278	299	202	238	221	410	228	257	180	148	112	146	160	176	224	157	105	218	258	263	106	135	139	146	206	227	157	230	265	129	133	157	152	198	200	254	179	202	210	231	128	182	130	183	103	112	153	153	118	145	150	133	170	122	116	40	9	11					
		14.18%	16.04%	9.86%	16.65%	21.19%	23.30%	12.90%	14.17%	16.06%	25.29%	15.87%	16.58%	15.94%	14.18%	11.27%	15.35%	15.66%	16.09%	18.09%	12.17%	12.11%	17.17%	19.98%	20.40%	6.36%	16.52%	11.32%	12.51%	16.44%	20.83%	14.12%	18.39%	19.23%	10.85%	12.08%	13.58%	13.96%	14.69%	15.77%	18.47%	15.40%	16.34%	15.57%	15.63%	12.69%	14.31%	11.12%	15.95%	7.93%	16.67%	11.94%	10.01%	11.56%	11.99%	13.39%	11.78%	11.38%	11.91%	11.75%	1.75%	2.35%	0.88%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	22397	514	474	695	264	264	656	674	324	298	391	418	313	266	255	239	225	249	274	330	264	299	246	259	618	161	362	328	291	248	270	290	285	523	264	299	274	314	341	279	291	300	362	366	235	256	251	245	664	159	442	406	261	377	356	417	534	291	251	1431	293	871					
		29.47%	30.43%	34.62%	42.22%	20.12%	20.58%	41.89%	40.12%	23.55%	18.38%	27.21%	26.97%	27.72%	25.48%	25.65%	25.13%	22.02%	22.76%	22.13%	25.58%	30.45%	23.54%	19.05%	20.09%	37.07%	19.71%	29.48%	28.11%	23.22%	22.75%	24.28%	23.18%	20.68%	43.99%	23.98%	25.87%	25.16%	23.29%	26.89%	20.29%	25.04%	24.27%	26.83%	24.76%	23.29%	20.13%	21.47%	21.36%	51.12%	23.66%	34.50%	26.57%	25.56%	31.18%	31.79%	36.94%	35.74%	28.42%	25.43%	62.74%	76.50%	70.02%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	588	5	6	5	6	10	3	6	9	13	13	6	5	8	14	3	5	8	8	8	4	16	18	17	23	6	8	4	17	16	10	10	11	11	7	9	8	9	18	20	6	7	10	13	6	10	13	6	9	6	12	15	9	17	11	4	13	5	7	17	5	4					
		0.77%	0.30%	0.44%	0.30%	0.46%	0.78%	0.19%	0.36%	0.65%	0.80%	0.90%	0.39%	0.44%	0.77%	1.41%	0.32%	0.49%	0.73%	0.65%	0.62%	0.46%	1.26%	1.39%	1.32%	1.38%	0.73%	0.65%	0.34%	1.36%	1.47%	0.90%	0.80%	0.80%	0.93%	0.64%	0.78%	0.73%	0.67%	1.42%	1.45%	0.52%	0.57%	0.74%	0.88%	0.59%	0.79%	1.11%	0.52%	0.69%	0.89%	0.94%	0.98%	0.88%	1.41%	0.98%	0.35%	0.87%	0.49%	0.71%	0.75%	1.31%	0.32%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
