Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Осташковская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №1198									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2985	293	125	98	88	116	201	279	215	258	147	109	92	28	71	37	74	127	59	55	60	48	80	22	76	64	70	84	9									
		39.09%	33.95%	36.98%	31.21%	33.21%	33.43%	30.13%	34.88%	32.58%	36.29%	41.76%	44.13%	48.94%	53.85%	59.66%	59.68%	56.06%	52.05%	40.41%	43.65%	58.25%	41.74%	58.39%	62.86%	44.19%	45.39%	60.34%	52.83%	36.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	67	5	3	5	2	1	6	6	7	10	7	4	0	0	1	2	1	1	3	0	0	0	1	0	1	0	1	0	0									
		0.88%	0.58%	0.89%	1.59%	0.75%	0.29%	0.90%	0.75%	1.06%	1.41%	1.99%	1.62%	0.00%	0.00%	0.84%	3.23%	0.76%	0.41%	2.05%	0.00%	0.00%	0.00%	0.73%	0.00%	0.58%	0.00%	0.86%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0									
		0.12%	0.12%	0.30%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.79%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1485	160	83	72	64	68	127	141	130	148	68	49	34	9	12	8	21	38	37	26	16	24	33	7	30	29	22	22	7									
		19.45%	18.54%	24.56%	22.93%	24.15%	19.60%	19.04%	17.63%	19.70%	20.82%	19.32%	19.84%	18.09%	17.31%	10.08%	12.90%	15.91%	15.57%	25.34%	20.63%	15.53%	20.87%	24.09%	20.00%	17.44%	20.57%	18.97%	13.84%	28.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	58	9	1	8	5	0	4	8	8	2	1	3	0	0	0	3	0	1	1	1	0	1	0	0	0	0	0	2	0									
		0.76%	1.04%	0.30%	2.55%	1.89%	0.00%	0.60%	1.00%	1.21%	0.28%	0.28%	1.21%	0.00%	0.00%	0.00%	4.84%	0.00%	0.41%	0.68%	0.79%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	1.26%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	92	8	6	1	9	9	8	11	6	9	1	4	1	0	1	1	1	5	1	0	2	2	1	0	1	3	0	1	0									
		1.20%	0.93%	1.78%	0.32%	3.40%	2.59%	1.20%	1.38%	0.91%	1.27%	0.28%	1.62%	0.53%	0.00%	0.84%	1.61%	0.76%	2.05%	0.68%	0.00%	1.94%	1.74%	0.73%	0.00%	0.58%	2.13%	0.00%	0.63%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	1	1	0	1	0	2	3	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
		0.20%	0.12%	0.30%	0.00%	0.38%	0.00%	0.30%	0.38%	0.15%	0.42%	0.00%	0.40%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	142	16	11	8	4	11	11	8	8	17	8	5	3	1	4	0	5	8	4	0	3	3	1	0	1	1	0	1	0									
		1.86%	1.85%	3.25%	2.55%	1.51%	3.17%	1.65%	1.00%	1.21%	2.39%	2.27%	2.02%	1.60%	1.92%	3.36%	0.00%	3.79%	3.28%	2.74%	0.00%	2.91%	2.61%	0.73%	0.00%	0.58%	0.71%	0.00%	0.63%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1377	207	52	57	44	71	154	186	139	113	50	37	24	10	21	7	15	36	19	14	12	14	5	4	28	24	8	23	3									
		18.03%	23.99%	15.38%	18.15%	16.60%	20.46%	23.09%	23.25%	21.06%	15.89%	14.20%	14.98%	12.77%	19.23%	17.65%	11.29%	11.36%	14.75%	13.01%	11.11%	11.65%	12.17%	3.65%	11.43%	16.28%	17.02%	6.90%	14.47%	12.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	6	1	1	0	1	4	5	1	5	2	0	0	0	0	0	1	2	2	1	0	0	0	0	2	1	0	0	0									
		0.46%	0.70%	0.30%	0.32%	0.00%	0.29%	0.60%	0.63%	0.15%	0.70%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.82%	1.37%	0.79%	0.00%	0.00%	0.00%	0.00%	1.16%	0.71%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	638	71	22	23	12	40	80	86	70	78	25	16	18	1	3	1	11	7	7	5	5	9	7	1	14	10	8	7	1									
		8.36%	8.23%	6.51%	7.32%	4.53%	11.53%	11.99%	10.75%	10.61%	10.97%	7.10%	6.48%	9.57%	1.92%	2.52%	1.61%	8.33%	2.87%	4.79%	3.97%	4.85%	7.83%	5.11%	2.86%	8.14%	7.09%	6.90%	4.40%	4.00%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
