Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																										
Дата голосования: 04.12.2011																																																																										
																																																																										
Наименование Избирательной комиссии:    Буинская																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
		Сумма	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	371	31	11	8	3	4	8	6	3	10	8	5	2	3	8	3	3	1	3	2	4	1	3	11	1	4	10	1	3	5	3	1	5	4	8	10	8	1	14	2	9	1	6	2	3	13	20	6	6	2	18	4	3	2	1	6	1	8	4	8	2	1	5	3	2	5	5	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	253	30	11	8	1	4	8	6	3	8	8	1	2	1	7	0	1	0	0	0	0	0	1	11	0	4	7	0	3	1	0	0	5	4	4	10	8	0	4	2	9	0	1	0	3	13	20	5	0	0	11	0	0	0	0	1	0	4	1	4	0	1	0	1	2	5	5	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	40	2	1	1	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	1	1	2	0	0	0	2	0	0	0	0	0	0	1	0	2	2	0	1	1	0	0	1	0	0	2	1	0	0	0	5	0	0	0	0	2	1	0	3	2	0	0	0	0	1	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	118	1	0	0	2	0	0	0	0	2	0	4	0	2	1	3	2	1	3	2	4	1	2	0	1	0	3	1	0	4	3	1	0	0	4	0	0	1	10	0	0	1	5	2	0	0	0	1	6	2	7	4	3	2	1	5	1	4	3	4	2	0	5	2	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	59	9	0	2	0	0	0	0	0	1	2	3	0	0	2	1	0	0	0	0	2	0	0	1	0	0	2	0	1	7	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	3	0	0	1	3	2	0	6	0	1	0	0	2					
		0.30%	1.34%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	1.30%	1.00%	0.00%	0.00%	0.40%	0.56%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.22%	0.00%	0.00%	0.31%	0.00%	0.74%	2.32%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.18%	0.00%	0.11%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.25%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.37%	0.56%	1.60%	0.00%	1.85%	0.00%	1.43%	0.00%	0.00%	1.16%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	54	11	3	4	0	0	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	2	1	0	2	0	0	0	0	3	0	0	1	3	0	0	3	2	0	0	0	0					
		0.28%	1.63%	0.60%	0.81%	0.00%	0.00%	0.00%	0.00%	0.53%	0.95%	0.00%	0.00%	0.88%	0.00%	0.20%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.74%	0.66%	0.00%	0.00%	0.33%	0.41%	0.18%	0.00%	0.00%	0.00%	0.00%	0.89%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.50%	0.24%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.37%	0.56%	0.00%	0.00%	0.92%	1.05%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.03%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	274	94	1	8	0	1	0	1	0	2	2	2	0	1	3	5	3	1	0	1	1	0	1	2	2	1	9	0	1	6	1	1	4	3	8	7	4	2	2	1	1	1	2	2	2	1	1	5	3	0	7	4	4	0	1	7	0	1	5	13	0	1	28	0	0	2	1	1					
		1.40%	13.97%	0.20%	1.62%	0.00%	0.42%	0.00%	0.32%	0.00%	0.95%	1.30%	0.67%	0.00%	0.53%	0.60%	2.78%	1.60%	1.20%	0.00%	0.66%	0.41%	0.00%	0.53%	0.44%	2.44%	0.97%	1.41%	0.00%	0.74%	1.99%	0.53%	1.49%	1.32%	1.24%	1.47%	1.11%	0.73%	2.06%	0.22%	0.89%	0.17%	1.75%	0.47%	1.37%	1.15%	0.46%	0.16%	1.25%	0.71%	0.00%	0.60%	1.45%	2.16%	0.00%	3.13%	1.90%	0.00%	0.20%	1.83%	2.44%	0.00%	1.08%	8.62%	0.00%	0.00%	0.59%	0.29%	0.58%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	12	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.06%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.33%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.66%	0.41%	1.27%	0.53%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19083	546	491	479	89	238	540	316	186	203	149	294	112	187	488	173	180	82	173	150	233	78	186	447	80	102	624	78	133	287	188	66	297	237	533	622	537	95	905	110	571	56	420	144	172	215	613	391	420	120	1152	272	181	111	31	356	64	495	266	514	123	92	286	188	69	335	343	169					
		97.75%	81.13%	98.99%	97.16%	98.89%	99.58%	99.82%	99.68%	99.47%	96.67%	96.75%	98.00%	99.12%	99.47%	97.99%	96.11%	96.26%	98.80%	100.00%	98.68%	94.72%	98.73%	98.41%	99.33%	97.56%	99.03%	97.65%	98.73%	97.79%	95.03%	99.47%	98.51%	98.34%	98.34%	98.16%	98.89%	98.53%	97.94%	99.67%	98.21%	99.48%	98.25%	99.53%	98.63%	98.85%	99.54%	99.03%	97.99%	99.06%	100.00%	99.05%	98.55%	97.84%	100.00%	96.88%	96.48%	100.00%	99.80%	97.44%	96.44%	98.40%	98.92%	88.00%	98.95%	98.57%	99.41%	99.13%	98.26%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	8	4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.04%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
