Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Красноперекопская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900									
		0.58%	1.21%	0.34%	0.14%	0.80%	1.12%	0.45%	0.00%	0.42%	0.95%	0.76%	1.92%	0.00%	1.58%	0.66%	0.76%	0.00%	0.49%	0.47%	0.00%	1.15%	0.13%	1.05%	0.28%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	149	4	4	10	5	8	8	2	9	15	2	8	3	2	2	6	8	5	4	5	12	6	5	7	9									
		1.28%	0.97%	1.35%	1.39%	2.00%	1.28%	1.20%	0.52%	1.25%	1.42%	0.76%	1.71%	0.51%	0.79%	1.32%	1.13%	2.53%	0.82%	1.90%	0.73%	2.77%	0.80%	1.31%	1.98%	1.80%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	127	9	1	11	3	9	10	1	9	18	1	6	10	5	1	3	0	7	0	9	4	7	3	0	0									
		1.09%	2.17%	0.34%	1.53%	1.20%	1.44%	1.49%	0.26%	1.25%	1.70%	0.38%	1.28%	1.69%	1.98%	0.66%	0.57%	0.00%	1.15%	0.00%	1.31%	0.92%	0.93%	0.79%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9191	327	242	581	171	462	529	325	537	803	189	349	496	211	127	435	268	506	175	572	327	597	308	263	391									
		79.05%	78.99%	81.76%	81.03%	68.40%	73.80%	79.07%	85.30%	74.79%	75.97%	71.86%	74.41%	83.64%	83.40%	83.55%	82.23%	84.81%	83.36%	82.94%	83.14%	75.52%	79.71%	80.63%	74.50%	78.04%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	70	2	2	4	2	6	8	2	3	8	1	6	4	1	1	1	5	4	1	4	0	4	1	0	0									
		0.60%	0.48%	0.68%	0.56%	0.80%	0.96%	1.20%	0.52%	0.42%	0.76%	0.38%	1.28%	0.67%	0.40%	0.66%	0.19%	1.58%	0.66%	0.47%	0.58%	0.00%	0.53%	0.26%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	0	0	2	4	1	0	0	3	3	2	3	0	1	0	4	2	1	2	2	1	1	0	2	0									
		0.29%	0.00%	0.00%	0.28%	1.60%	0.16%	0.00%	0.00%	0.42%	0.28%	0.76%	0.64%	0.00%	0.40%	0.00%	0.76%	0.63%	0.16%	0.95%	0.29%	0.23%	0.13%	0.00%	0.57%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	924	31	23	37	27	65	54	20	77	98	31	25	42	12	6	31	18	31	10	49	45	73	29	41	49									
		7.95%	7.49%	7.77%	5.16%	10.80%	10.38%	8.07%	5.25%	10.72%	9.27%	11.79%	5.33%	7.08%	4.74%	3.95%	5.86%	5.70%	5.11%	4.74%	7.12%	10.39%	9.75%	7.59%	11.61%	9.78%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	56	0	2	7	3	3	3	0	1	4	2	3	5	4	2	3	2	5	1	1	3	2	0	0	0									
		0.48%	0.00%	0.68%	0.98%	1.20%	0.48%	0.45%	0.00%	0.14%	0.38%	0.76%	0.64%	0.84%	1.58%	1.32%	0.57%	0.63%	0.82%	0.47%	0.15%	0.69%	0.27%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	0	0	1	3	1	1	0	1	4	3	4	3	1	0	0	0	3	0	0	0	0	2	1	0									
		0.24%	0.00%	0.00%	0.14%	1.20%	0.16%	0.15%	0.00%	0.14%	0.38%	1.14%	0.85%	0.51%	0.40%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.52%	0.28%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	1	1	0	3	2	0	1	0	1	2	0	0	2	0	0	0	0	0	0	3	1	0	0									
		0.15%	0.00%	0.34%	0.14%	0.00%	0.48%	0.30%	0.00%	0.14%	0.00%	0.38%	0.43%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.26%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	97	4	3	4	3	5	4	1	4	9	1	7	4	2	3	3	2	5	2	8	2	6	3	4	8									
		0.83%	0.97%	1.01%	0.56%	1.20%	0.80%	0.60%	0.26%	0.56%	0.85%	0.38%	1.49%	0.67%	0.79%	1.97%	0.57%	0.63%	0.82%	0.95%	1.16%	0.46%	0.80%	0.79%	1.13%	1.60%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	570	16	13	34	7	31	30	20	56	64	25	32	10	6	5	30	7	30	11	25	21	38	13	20	26									
		4.90%	3.86%	4.39%	4.74%	2.80%	4.95%	4.48%	5.25%	7.80%	6.05%	9.51%	6.82%	1.69%	2.37%	3.29%	5.67%	2.22%	4.94%	5.21%	3.63%	4.85%	5.07%	3.40%	5.67%	5.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	2	0	1	3	2	1	0	2	1	0	1	1	1	0	0	0	0	1	1	0	2	0	5	0									
		0.21%	0.48%	0.00%	0.14%	1.20%	0.32%	0.15%	0.00%	0.28%	0.09%	0.00%	0.21%	0.17%	0.40%	0.00%	0.00%	0.00%	0.00%	0.47%	0.15%	0.00%	0.27%	0.00%	1.42%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	65	9	3	9	3	7	2	1	2	4	0	5	0	2	2	0	3	1	0	3	4	3	1	1	0									
		0.56%	2.17%	1.01%	1.26%	1.20%	1.12%	0.30%	0.26%	0.28%	0.38%	0.00%	1.07%	0.00%	0.79%	1.32%	0.00%	0.95%	0.16%	0.00%	0.44%	0.92%	0.40%	0.26%	0.28%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
