Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Тоцкая																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718					
		9.87%	13.82%	14.71%	15.16%	19.38%	18.76%	8.70%	5.19%	4.52%	3.93%	3.63%	3.78%	3.96%	4.90%	11.53%	7.59%	7.92%	14.67%	9.82%	5.73%	11.60%	44.29%	12.07%	7.53%	11.59%	10.58%	7.39%	40.00%	9.68%	15.12%	7.29%	14.29%	8.65%	16.56%	20.87%	14.81%	2.89%	20.00%	13.90%	15.93%	18.87%	8.30%	19.43%	16.91%	13.93%	18.93%	8.43%	8.99%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	45	0	3	0	6	1	0	6	4	2	0	1	4	2	1	1	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	2	0	0	0	0					
		0.22%	0.00%	0.39%	0.00%	0.81%	0.15%	0.00%	0.49%	0.31%	0.17%	0.00%	0.09%	0.34%	0.23%	0.10%	0.11%	0.38%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.23%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	27	0	2	3	3	1	0	5	1	2	1	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0					
		0.13%	0.00%	0.26%	0.37%	0.41%	0.15%	0.00%	0.41%	0.08%	0.17%	0.08%	0.18%	0.00%	0.11%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1987	62	71	61	54	51	4	160	103	135	135	137	142	105	107	60	17	11	17	8	48	5	16	9	39	7	17	3	4	16	23	16	18	14	5	4	14	3	51	15	3	39	32	12	50	23	24	37					
		9.51%	9.21%	9.16%	7.58%	7.32%	7.53%	4.35%	12.99%	8.02%	11.29%	10.22%	12.64%	12.23%	11.97%	11.22%	6.90%	6.42%	5.98%	7.59%	5.10%	11.85%	7.14%	13.79%	3.77%	8.86%	6.73%	6.61%	5.00%	6.45%	5.50%	11.98%	7.37%	9.73%	4.46%	2.43%	2.47%	8.09%	1.67%	8.54%	13.27%	5.66%	15.42%	12.96%	4.32%	10.25%	13.61%	13.48%	13.86%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1235	35	35	51	49	55	2	52	46	45	57	49	32	21	61	99	10	11	32	21	59	6	15	17	24	2	14	1	2	15	14	16	12	33	12	6	10	10	76	5	0	16	13	21	35	17	3	18					
		5.91%	5.20%	4.52%	6.34%	6.64%	8.12%	2.17%	4.22%	3.58%	3.76%	4.31%	4.52%	2.76%	2.39%	6.39%	11.38%	3.77%	5.98%	14.29%	13.38%	14.57%	8.57%	12.93%	7.11%	5.45%	1.92%	5.45%	1.67%	3.23%	5.15%	7.29%	7.37%	6.49%	10.51%	5.83%	3.70%	5.78%	5.56%	12.73%	4.42%	0.00%	6.32%	5.26%	7.55%	7.17%	10.06%	1.69%	6.74%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	141	4	6	3	10	0	0	14	3	9	15	9	11	14	6	10	2	1	2	3	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	4	1	0	1	1	0	0	0	1	4	1	0	2					
		0.68%	0.59%	0.77%	0.37%	1.36%	0.00%	0.00%	1.14%	0.23%	0.75%	1.14%	0.83%	0.95%	1.60%	0.63%	1.15%	0.75%	0.54%	0.89%	1.91%	0.25%	1.43%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	2.47%	0.58%	0.00%	0.17%	0.88%	0.00%	0.00%	0.00%	0.36%	0.82%	0.59%	0.00%	0.75%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14278	446	518	522	429	415	74	891	1031	920	1035	817	896	664	614	590	197	124	137	108	217	23	56	165	301	67	169	30	43	189	114	121	114	195	129	119	129	115	345	65	35	140	141	135	308	94	123	168					
		68.36%	66.27%	66.84%	64.84%	58.13%	61.30%	80.43%	72.32%	80.30%	76.92%	78.35%	75.37%	77.17%	75.71%	64.36%	67.82%	74.34%	67.39%	61.16%	68.79%	53.58%	32.86%	48.28%	69.04%	68.41%	64.42%	65.76%	50.00%	69.35%	64.95%	59.38%	55.76%	61.62%	62.10%	62.62%	73.46%	74.57%	63.89%	57.79%	57.52%	66.04%	55.34%	57.09%	48.56%	63.11%	55.62%	69.10%	62.92%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	75	0	1	1	6	2	0	5	5	3	4	3	2	4	8	11	0	0	0	0	2	0	1	0	0	0	3	0	0	4	0	1	0	1	0	0	0	3	1	0	0	0	0	2	0	0	0	2					
		0.36%	0.00%	0.13%	0.12%	0.81%	0.30%	0.00%	0.41%	0.39%	0.25%	0.30%	0.28%	0.17%	0.46%	0.84%	1.26%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.86%	0.00%	0.00%	0.00%	1.17%	0.00%	0.00%	1.37%	0.00%	0.46%	0.00%	0.32%	0.00%	0.00%	0.00%	1.67%	0.17%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.75%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
