Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
Наименование Избирательной комиссии:    Новошахтинская городская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368	УИК №2369	УИК №2370	УИК №2371	УИК №2372	УИК №2373	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №2380	УИК №2381	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405					
		0.97%	1.53%	1.43%	1.58%	0.83%	1.89%	0.46%	0.53%	0.15%	1.84%	1.36%	0.98%	2.36%	1.82%	0.66%	1.75%	0.15%	0.00%	2.43%	0.89%	1.75%	1.27%	1.06%	0.45%	1.44%	1.16%	1.25%	1.08%	1.10%	0.09%	0.08%	0.81%	0.91%	0.77%	0.49%	0.00%	0.51%	0.59%	0.86%	0.69%	0.68%	0.22%	0.00%	0.97%	0.73%	1.71%	2.03%	0.00%	1.89%	0.52%	0.63%	0.00%	2.81%	1.35%	0.96%	0.93%					
19	2.Всероссийская политическая партия «Гражданская Сила»	154	7	4	3	4	4	2	4	0	1	1	4	5	4	2	5	1	0	4	0	4	3	1	5	2	6	2	11	10	2	2	3	2	5	3	0	0	2	2	2	0	1	4	0	3	0	1	0	1	2	3	0	3	3	5	6					
		0.33%	0.89%	0.48%	0.30%	0.66%	0.44%	0.46%	0.42%	0.00%	0.15%	0.09%	0.33%	0.84%	0.43%	0.26%	0.35%	0.07%	0.00%	0.49%	0.00%	0.41%	0.35%	0.12%	0.56%	0.36%	0.70%	0.25%	0.74%	0.73%	0.19%	0.16%	0.81%	0.30%	0.48%	0.37%	0.00%	0.00%	0.30%	0.25%	0.34%	0.00%	0.22%	0.85%	0.00%	0.44%	0.00%	0.15%	0.00%	0.32%	0.26%	0.21%	0.00%	0.34%	0.37%	0.37%	0.69%					
20	3.Политическая партия «Демократическая партия России»	38	0	0	0	1	3	1	0	0	0	0	1	0	4	0	1	2	0	1	0	0	2	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	1	0	0	1	0	1	1	0	3					
		0.08%	0.00%	0.00%	0.00%	0.17%	0.33%	0.23%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.43%	0.00%	0.07%	0.15%	0.00%	0.12%	0.00%	0.00%	0.23%	0.00%	0.22%	0.36%	0.23%	0.12%	0.07%	0.07%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.29%	0.18%	0.00%	0.00%	0.07%	0.00%	0.11%	0.12%	0.00%	0.35%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4891	98	94	74	83	124	40	68	30	94	127	88	61	109	83	111	198	108	128	125	94	88	105	89	84	137	128	111	110	148	62	45	66	55	70	176	52	86	52	51	15	47	86	116	61	87	119	46	15	77	61	65	101	96	125	122					
		10.48%	12.48%	11.16%	7.31%	13.70%	13.79%	9.24%	7.16%	2.26%	14.40%	11.48%	7.17%	10.27%	11.66%	10.94%	7.76%	14.72%	11.95%	15.53%	15.88%	9.67%	10.14%	12.40%	9.97%	15.16%	15.93%	15.98%	7.48%	8.08%	13.86%	5.10%	12.20%	10.06%	5.30%	8.60%	15.29%	13.37%	12.76%	6.38%	8.76%	3.40%	10.20%	18.18%	16.11%	8.89%	18.55%	17.27%	8.21%	4.73%	9.99%	4.28%	7.23%	11.35%	11.79%	9.27%	14.12%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	300	10	1	2	3	14	4	0	1	1	14	6	4	13	10	8	3	0	3	17	7	0	9	0	2	11	5	10	12	32	0	12	1	3	3	5	0	13	4	1	0	5	3	1	3	0	3	15	2	1	4	0	7	1	10	1					
		0.64%	1.27%	0.12%	0.20%	0.50%	1.56%	0.92%	0.00%	0.08%	0.15%	1.27%	0.49%	0.67%	1.39%	1.32%	0.56%	0.22%	0.00%	0.36%	2.16%	0.72%	0.00%	1.06%	0.00%	0.36%	1.28%	0.62%	0.67%	0.88%	2.99%	0.00%	3.25%	0.15%	0.29%	0.37%	0.43%	0.00%	1.93%	0.49%	0.17%	0.00%	1.08%	0.63%	0.14%	0.44%	0.00%	0.44%	2.68%	0.63%	0.13%	0.28%	0.00%	0.79%	0.12%	0.74%	0.12%					
23	6.Политическая партия «Партия социальной справедливости»	65	5	1	0	0	2	1	0	3	5	2	1	1	1	1	1	0	0	0	0	1	4	3	0	4	3	0	2	3	1	0	0	2	1	0	0	0	0	0	1	0	4	0	0	1	0	0	1	0	1	3	0	0	1	0	5					
		0.14%	0.64%	0.12%	0.00%	0.00%	0.22%	0.23%	0.00%	0.23%	0.77%	0.18%	0.08%	0.17%	0.11%	0.13%	0.07%	0.00%	0.00%	0.00%	0.00%	0.10%	0.46%	0.35%	0.00%	0.72%	0.35%	0.00%	0.13%	0.22%	0.09%	0.00%	0.00%	0.30%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.87%	0.00%	0.00%	0.15%	0.00%	0.00%	0.18%	0.00%	0.13%	0.21%	0.00%	0.00%	0.12%	0.00%	0.58%					
24	7.Политическая партия «Либерально-демократическая партия России»	2334	55	37	55	25	71	31	43	14	29	50	49	50	78	30	91	20	35	47	58	43	35	40	58	54	84	60	69	24	9	12	42	41	37	57	21	10	16	36	17	17	36	41	32	21	38	72	40	7	33	38	33	73	57	84	79					
		5.00%	7.01%	4.39%	5.43%	4.13%	7.90%	7.16%	4.53%	1.06%	4.44%	4.52%	3.99%	8.42%	8.34%	3.95%	6.36%	1.49%	3.87%	5.70%	7.37%	4.42%	4.03%	4.72%	6.49%	9.75%	9.77%	7.49%	4.65%	1.76%	0.84%	0.99%	11.38%	6.25%	3.56%	7.00%	1.82%	2.57%	2.37%	4.42%	2.92%	3.85%	7.81%	8.67%	4.44%	3.06%	8.10%	10.45%	7.14%	2.21%	4.28%	2.67%	3.67%	8.20%	7.00%	6.23%	9.14%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2752	99	67	81	38	103	5	53	27	40	45	63	65	137	60	116	57	47	69	44	74	32	42	59	45	60	83	53	57	35	68	33	27	43	76	21	41	32	33	52	18	33	0	11	33	38	41	0	14	39	26	54	48	46	83	86					
		5.90%	12.61%	7.96%	8.00%	6.27%	11.46%	1.15%	5.58%	2.04%	6.13%	4.07%	5.13%	10.94%	14.65%	7.91%	8.11%	4.24%	5.20%	8.37%	5.59%	7.61%	3.69%	4.96%	6.61%	8.12%	6.98%	10.36%	3.57%	4.19%	3.28%	5.59%	8.94%	4.12%	4.14%	9.34%	1.82%	10.54%	4.75%	4.05%	8.93%	4.08%	7.16%	0.00%	1.53%	4.81%	8.10%	5.95%	0.00%	4.42%	5.06%	1.83%	6.01%	5.39%	5.65%	6.16%	9.95%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	183	1	5	1	4	10	2	1	3	3	4	4	2	2	3	8	3	0	4	4	1	5	2	3	7	6	6	4	5	3	1	3	0	3	6	0	2	2	7	1	3	0	1	1	0	4	3	3	0	7	8	0	1	4	9	8					
		0.39%	0.13%	0.59%	0.10%	0.66%	1.11%	0.46%	0.11%	0.23%	0.46%	0.36%	0.33%	0.34%	0.21%	0.40%	0.56%	0.22%	0.00%	0.49%	0.51%	0.10%	0.58%	0.24%	0.34%	1.26%	0.70%	0.75%	0.27%	0.37%	0.28%	0.08%	0.81%	0.00%	0.29%	0.74%	0.00%	0.51%	0.30%	0.86%	0.17%	0.68%	0.00%	0.21%	0.14%	0.00%	0.85%	0.44%	0.54%	0.00%	0.91%	0.56%	0.00%	0.11%	0.49%	0.67%	0.93%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	35005	489	610	762	431	526	340	773	1235	459	837	987	387	549	554	1049	1058	706	537	530	726	680	627	661	335	526	488	1201	1117	835	1070	220	509	872	585	917	280	498	673	449	380	330	332	540	556	287	424	449	271	599	1267	740	624	587	994	537					
		75.03%	62.29%	72.45%	75.30%	71.12%	58.51%	78.52%	81.37%	93.14%	70.29%	75.68%	80.37%	65.15%	58.72%	72.99%	73.31%	78.66%	78.10%	65.17%	67.34%	74.69%	78.34%	74.03%	74.02%	60.47%	61.16%	60.92%	80.98%	82.01%	78.18%	87.99%	59.62%	77.59%	84.01%	71.87%	79.67%	71.98%	73.89%	82.58%	77.15%	86.17%	71.58%	70.19%	75.00%	81.05%	61.19%	61.54%	80.18%	85.49%	77.69%	88.97%	82.31%	70.11%	72.11%	73.74%	62.15%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	250	6	9	13	5	16	2	3	11	3	9	6	5	6	4	10	1	0	3	2	5	6	4	8	3	5	9	5	3	1	0	2	2	2	8	0	0	8	1	2	5	3	3	4	3	4	7	0	1	3	4	0	7	4	13	1					
		0.54%	0.76%	1.07%	1.28%	0.83%	1.78%	0.46%	0.32%	0.83%	0.46%	0.81%	0.49%	0.84%	0.64%	0.53%	0.70%	0.07%	0.00%	0.36%	0.25%	0.51%	0.69%	0.47%	0.90%	0.54%	0.58%	1.12%	0.34%	0.22%	0.09%	0.00%	0.54%	0.30%	0.19%	0.98%	0.00%	0.00%	1.19%	0.12%	0.34%	1.13%	0.65%	0.63%	0.56%	0.44%	0.85%	1.02%	0.00%	0.32%	0.39%	0.28%	0.00%	0.79%	0.49%	0.96%	0.12%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
