Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Новошахтинская городская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368	УИК №2369	УИК №2370	УИК №2371	УИК №2372	УИК №2373	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №2380	УИК №2381	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2614					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6911	218	162	225	58	213	31	137	53	117	203	159	137	59	45	70	81	220	198	78	211	264	186	178	24	39	173	249	224	103	243	22	90	52	30	151	39	3	53	91	18	116	117	141	164	89	53	107	17	133	200	165	184	64	231	151	72					
		19.52%	26.59%	26.21%	29.30%	8.44%	30.13%	7.36%	28.36%	8.26%	22.03%	27.77%	27.41%	28.96%	6.97%	7.04%	6.69%	7.16%	26.83%	27.39%	10.54%	26.18%	30.34%	27.60%	27.73%	4.48%	5.39%	28.36%	27.24%	22.86%	13.50%	33.89%	6.67%	25.79%	8.15%	5.47%	25.95%	12.66%	0.49%	14.60%	25.35%	5.63%	31.61%	27.02%	23.58%	31.30%	24.05%	8.13%	23.21%	6.83%	22.20%	16.85%	31.13%	26.78%	11.90%	23.45%	22.11%	14.94%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	312	1	16	23	7	3	1	12	4	7	1	1	3	2	3	2	5	5	0	3	10	12	2	2	1	4	14	3	2	7	1	0	9	3	1	10	1	4	1	3	1	4	0	2	18	1	6	2	0	14	12	7	19	1	14	11	11					
		0.88%	0.12%	2.59%	2.99%	1.02%	0.42%	0.24%	2.48%	0.62%	1.32%	0.14%	0.17%	0.63%	0.24%	0.47%	0.19%	0.44%	0.61%	0.00%	0.41%	1.24%	1.38%	0.30%	0.31%	0.19%	0.55%	2.30%	0.33%	0.20%	0.92%	0.14%	0.00%	2.58%	0.47%	0.18%	1.72%	0.32%	0.65%	0.28%	0.84%	0.31%	1.09%	0.00%	0.33%	3.44%	0.27%	0.92%	0.43%	0.00%	2.34%	1.01%	1.32%	2.77%	0.19%	1.42%	1.61%	2.28%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20079	545	251	257	505	336	308	207	507	322	489	377	292	292	543	781	812	466	400	515	335	363	389	349	464	542	216	454	582	575	311	266	120	534	367	247	208	166	247	135	235	163	200	395	152	189	483	210	180	317	739	189	214	371	420	315	232					
		56.72%	66.46%	40.61%	33.46%	73.51%	47.52%	73.16%	42.86%	78.97%	60.64%	66.89%	65.00%	61.73%	34.52%	84.98%	74.67%	71.73%	56.83%	55.33%	69.59%	41.56%	41.72%	57.72%	54.36%	86.57%	74.86%	35.41%	49.67%	59.39%	75.36%	43.38%	80.61%	34.38%	83.70%	66.97%	42.44%	67.53%	26.95%	68.04%	37.60%	73.44%	44.41%	46.19%	66.05%	29.01%	51.08%	74.08%	45.55%	72.29%	52.92%	62.26%	35.66%	31.15%	68.96%	42.64%	46.12%	48.13%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	100	0	3	1	2	1	2	2	2	0	1	1	1	1	2	2	2	0	0	1	8	5	1	3	1	2	3	1	1	0	1	1	1	1	2	2	1	2	1	6	0	1	0	1	3	1	1	2	1	1	2	2	10	1	3	1	3					
		0.28%	0.00%	0.49%	0.13%	0.29%	0.14%	0.48%	0.41%	0.31%	0.00%	0.14%	0.17%	0.21%	0.12%	0.31%	0.19%	0.18%	0.00%	0.00%	0.14%	0.99%	0.57%	0.15%	0.47%	0.19%	0.28%	0.49%	0.11%	0.10%	0.00%	0.14%	0.30%	0.29%	0.16%	0.36%	0.34%	0.32%	0.32%	0.28%	1.67%	0.00%	0.27%	0.00%	0.17%	0.57%	0.27%	0.15%	0.43%	0.40%	0.17%	0.17%	0.38%	1.46%	0.19%	0.30%	0.15%	0.62%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
