Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Коченевская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	299	12	1	0	1	1	14	2	1	4	3	6	1	1	18	3	1	5	2	17	2	1	20	7	9	3	3	4	1	2	3	2	2	1	0	5	1	1	9	2	2	1	0	5	5	7	2	2	10	12	12	11	12	9	8	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	299	12	1	0	1	1	14	2	1	4	3	6	1	1	18	3	1	5	2	17	2	1	20	7	9	3	3	4	1	2	3	2	2	1	0	5	1	1	9	2	2	1	0	5	5	7	2	2	10	12	12	11	12	9	8	20	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	140	0	0	0	1	0	2	0	0	0	0	6	0	1	8	2	0	0	1	4	1	2	17	3	5	1	1	0	1	2	0	1	6	0	0	2	2	3	2	0	0	0	1	1	2	4	1	0	10	7	12	5	5	3	7	7	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	537	13	0	5	2	0	23	1	1	3	10	18	5	0	33	1	2	6	3	20	0	2	49	5	19	12	19	9	7	7	4	0	4	3	2	7	1	3	13	10	3	1	0	9	7	10	7	2	18	21	33	17	12	29	10	19	17					
		2.43%	2.21%	0.00%	2.14%	1.06%	0.00%	3.13%	0.69%	2.13%	0.84%	4.48%	3.64%	6.17%	0.00%	4.38%	2.44%	2.04%	1.80%	2.83%	3.11%	0.00%	2.02%	3.19%	1.14%	3.63%	7.89%	7.22%	3.44%	5.74%	4.70%	1.80%	0.00%	1.95%	4.23%	2.70%	1.49%	2.17%	5.17%	2.75%	5.32%	2.14%	1.67%	0.00%	2.24%	1.87%	2.66%	5.22%	1.40%	1.85%	2.32%	1.98%	1.54%	1.86%	2.20%	1.07%	1.86%	1.68%					
19	2.Всероссийская политическая партия «Гражданская Сила»	61	0	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	4	0	0	7	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	3	3	9	7	5	2	1	4	1					
		0.28%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.20%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.46%	0.68%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.27%	0.27%	0.00%	0.00%	0.31%	0.33%	0.54%	0.64%	0.77%	0.15%	0.11%	0.39%	0.10%					
20	3.Политическая партия «Демократическая партия России»	24	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	3	1	3	0	1	2	3					
		0.11%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	1.92%	0.13%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.25%	0.00%	0.53%	0.00%	0.00%	0.00%	0.11%	0.18%	0.09%	0.46%	0.00%	0.11%	0.20%	0.30%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2840	69	2	34	6	7	164	8	2	31	53	71	4	14	55	5	25	62	18	31	2	10	235	53	56	5	11	17	9	13	9	35	24	9	4	45	14	3	53	12	6	6	9	39	31	56	21	26	136	131	230	161	75	184	139	174	136					
		12.83%	11.75%	2.94%	14.53%	3.19%	14.29%	22.34%	5.52%	4.26%	8.68%	23.77%	14.34%	4.94%	26.92%	7.30%	12.20%	25.51%	18.56%	16.98%	4.82%	3.77%	10.10%	15.32%	12.07%	10.71%	3.29%	4.18%	6.49%	7.38%	8.72%	4.05%	23.49%	11.71%	12.68%	5.41%	9.55%	30.43%	5.17%	11.23%	6.38%	4.29%	10.00%	6.29%	9.70%	8.29%	14.89%	15.67%	18.18%	14.01%	14.46%	13.82%	14.61%	11.61%	13.98%	14.93%	17.03%	13.47%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	64	2	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	1	0	0	3	0	2	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	2	3	9	7	4	7	3	5	2					
		0.29%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	2.47%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.20%	0.00%	0.38%	0.00%	0.38%	0.38%	0.00%	0.67%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.25%	0.27%	0.00%	1.49%	0.00%	0.21%	0.33%	0.54%	0.64%	0.62%	0.53%	0.32%	0.49%	0.20%					
23	6.Политическая партия «Партия социальной справедливости»	38	1	2	0	0	0	2	0	0	2	0	2	1	0	0	0	0	2	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	1	2	5	0	3	0	1	1	3					
		0.17%	0.17%	2.94%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.56%	0.00%	0.40%	1.23%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.16%	0.00%	0.00%	0.13%	0.00%	0.19%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.10%	0.22%	0.30%	0.00%	0.46%	0.00%	0.11%	0.10%	0.30%					
24	7.Политическая партия «Либерально-демократическая партия России»	1992	44	7	14	4	5	48	6	3	30	18	22	6	0	55	1	11	32	9	59	4	7	125	33	63	20	21	31	5	22	38	17	10	16	12	32	5	5	40	36	11	7	9	35	39	36	20	11	65	119	171	78	60	119	108	95	93					
		9.00%	7.50%	10.29%	5.98%	2.13%	10.20%	6.54%	4.14%	6.38%	8.40%	8.07%	4.44%	7.41%	0.00%	7.30%	2.44%	11.22%	9.58%	8.49%	9.18%	7.55%	7.07%	8.15%	7.52%	12.05%	13.16%	7.98%	11.83%	4.10%	14.77%	17.12%	11.41%	4.88%	22.54%	16.22%	6.79%	10.87%	8.62%	8.47%	19.15%	7.86%	11.67%	6.29%	8.71%	10.43%	9.57%	14.93%	7.69%	6.69%	13.13%	10.28%	7.08%	9.29%	9.04%	11.60%	9.30%	9.21%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1143	34	11	5	8	3	44	0	0	14	13	18	4	1	45	2	6	15	1	25	2	2	62	25	17	5	10	8	0	8	3	8	5	0	3	12	1	0	26	1	1	3	0	21	17	18	6	3	55	55	96	97	40	89	60	76	59					
		5.17%	5.79%	16.18%	2.14%	4.26%	6.12%	5.99%	0.00%	0.00%	3.92%	5.83%	3.64%	4.94%	1.92%	5.98%	4.88%	6.12%	4.49%	0.94%	3.89%	3.77%	2.02%	4.04%	5.69%	3.25%	3.29%	3.80%	3.05%	0.00%	5.37%	1.35%	5.37%	2.44%	0.00%	4.05%	2.55%	2.17%	0.00%	5.51%	0.53%	0.71%	5.00%	0.00%	5.22%	4.55%	4.79%	4.48%	2.10%	5.66%	6.07%	5.77%	8.80%	6.19%	6.76%	6.44%	7.44%	5.84%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	118	3	0	0	0	0	1	1	0	0	2	5	0	0	2	0	0	3	0	0	0	0	11	2	4	1	1	1	0	0	2	2	1	1	0	1	0	1	4	1	0	1	4	2	0	4	0	0	2	5	8	5	5	5	10	6	11					
		0.53%	0.51%	0.00%	0.00%	0.00%	0.00%	0.14%	0.69%	0.00%	0.00%	0.90%	1.01%	0.00%	0.00%	0.27%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.72%	0.46%	0.76%	0.66%	0.38%	0.38%	0.00%	0.00%	0.90%	1.34%	0.49%	1.41%	0.00%	0.21%	0.00%	1.72%	0.85%	0.53%	0.00%	1.67%	2.80%	0.50%	0.00%	1.06%	0.00%	0.00%	0.21%	0.55%	0.48%	0.45%	0.77%	0.38%	1.07%	0.59%	1.09%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14932	408	46	175	164	33	432	127	40	266	114	352	54	36	552	31	54	209	73	493	45	75	1025	316	353	108	198	188	99	96	157	85	156	40	53	368	25	45	323	127	115	39	120	285	274	237	78	101	663	550	1068	712	422	865	586	613	663					
		67.48%	69.51%	67.65%	74.79%	87.23%	67.35%	58.86%	87.59%	85.11%	74.51%	51.12%	71.11%	66.67%	69.23%	73.31%	75.61%	55.10%	62.57%	68.87%	76.67%	84.91%	75.76%	66.82%	71.98%	67.50%	71.05%	75.29%	71.76%	81.15%	64.43%	70.72%	57.05%	76.10%	56.34%	71.62%	78.13%	54.35%	77.59%	68.43%	67.55%	82.14%	65.00%	83.92%	70.90%	73.26%	63.03%	58.21%	70.63%	68.28%	60.71%	64.18%	64.61%	65.33%	65.73%	62.94%	59.98%	65.64%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	139	3	0	0	2	1	2	0	0	1	2	2	1	0	1	0	0	2	2	5	0	0	5	0	0	0	0	4	0	1	4	0	3	0	0	5	0	0	4	1	0	0	0	1	1	4	0	0	12	7	15	9	9	3	7	10	10					
		0.63%	0.51%	0.00%	0.00%	1.06%	2.04%	0.27%	0.00%	0.00%	0.28%	0.90%	0.40%	1.23%	0.00%	0.13%	0.00%	0.00%	0.60%	1.89%	0.78%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	1.53%	0.00%	0.67%	1.80%	0.00%	1.46%	0.00%	0.00%	1.06%	0.00%	0.00%	0.85%	0.53%	0.00%	0.00%	0.00%	0.25%	0.27%	1.06%	0.00%	0.00%	1.24%	0.77%	0.90%	0.82%	1.39%	0.23%	0.75%	0.98%	0.99%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
