Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Крапивинская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276					
21	. Путин Владимир Владимирович	11354	948	1150	225	200	527	446	86	414	197	256	135	498	69	220	192	466	296	129	171	422	152	27	740	72	456	76	164	731	886	610	393					
		70.30%	59.81%	64.75%	81.82%	86.96%	85.97%	71.59%	72.27%	67.54%	76.65%	81.79%	78.49%	75.00%	61.61%	64.90%	82.05%	79.39%	75.70%	87.76%	70.08%	66.35%	83.98%	38.03%	75.13%	72.00%	70.92%	67.26%	89.62%	66.52%	67.38%	66.74%	63.80%					
22	. Хакамада Ирина Муцуовна	410	85	84	4	1	13	10	1	13	3	2	1	21	0	6	0	12	10	0	5	15	1	3	7	1	10	1	0	32	34	25	10					
		2.54%	5.36%	4.73%	1.45%	0.43%	2.12%	1.61%	0.84%	2.12%	1.17%	0.64%	0.58%	3.16%	0.00%	1.77%	0.00%	2.04%	2.56%	0.00%	2.05%	2.36%	0.55%	4.23%	0.71%	1.00%	1.56%	0.88%	0.00%	2.91%	2.59%	2.74%	1.62%					
23	. Харитонов Николай Михайлович	2689	307	335	22	13	41	108	12	132	48	33	21	78	40	63	22	54	62	8	42	138	14	37	154	18	88	23	12	208	256	159	141					
		16.65%	19.37%	18.86%	8.00%	5.65%	6.69%	17.34%	10.08%	21.53%	18.68%	10.54%	12.21%	11.75%	35.71%	18.58%	9.40%	9.20%	15.86%	5.44%	17.21%	21.70%	7.73%	52.11%	15.63%	18.00%	13.69%	20.35%	6.56%	18.93%	19.47%	17.40%	22.89%					
																																						
24	Против всех	436	41	72	4	4	5	9	7	3	4	8	5	15	2	16	6	10	11	0	3	16	4	1	16	4	23	3	4	46	37	37	20					
		2.70%	2.59%	4.05%	1.45%	1.74%	0.82%	1.44%	5.88%	0.49%	1.56%	2.56%	2.91%	2.26%	1.79%	4.72%	2.56%	1.70%	2.81%	0.00%	1.23%	2.52%	2.21%	1.41%	1.62%	4.00%	3.58%	2.65%	2.19%	4.19%	2.81%	4.05%	3.25%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
