Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																									
Дата голосования: 04.12.2011																																																																									
																																																																									
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №25																																																																									
																																																																									
Сводная таблица результатов выборов																																																																									
																																																																									
		Сумма	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1394	27	25	13	33	36	27	23	28	33	45	28	10	28	33	13	20	47	18	14	19	6	11	23	36	29	17	15	15	24	31	20	3	7	20	28	23	13	24	14	17	12	22	14	18	14	43	39	36	20	18	29	18	6	13	17	30	5	13	6	13	24	17	22	16	26	7					
14	Число погашенных неиспользованных открепительных удостоверений	631	0	16	0	0	3	0	0	0	5	3	2	0	1	21	0	11	8	25	14	11	15	0	15	22	20	14	16	19	5	29	20	0	0	9	1	0	1	18	2	4	0	6	0	0	26	1	0	5	20	23	29	15	19	12	5	3	6	2	26	19	28	16	22	5	5	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	56	0	0	0	2	1	1	1	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	2	3	0	1	1	2	2	1	1	1	2	0	0	1	1	0	9	7	4	1	0	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	10661	414	74	196	185	119	171	213	196	194	72	121	106	167	125	84	117	42	67	96	11	294	117	120	95	106	234	232	144	117	176	118	78	350	363	149	106	124	37	126	27	122	128	216	160	275	235	215	132	173	394	334	343	340	185	75	200	146	174	128	172	169	247	79	60	48	28					
		13.39%	27.40%	5.83%	12.02%	11.45%	8.97%	11.48%	15.75%	11.01%	12.29%	5.41%	8.49%	9.87%	10.82%	10.51%	8.68%	9.82%	3.21%	7.51%	9.35%	0.78%	23.94%	10.98%	11.75%	5.67%	8.21%	19.26%	17.50%	12.31%	9.92%	16.28%	11.78%	8.75%	28.48%	30.10%	10.96%	7.95%	11.97%	6.40%	9.93%	2.02%	8.32%	8.85%	11.84%	12.77%	17.32%	16.49%	14.02%	12.90%	14.33%	30.88%	30.04%	25.60%	30.17%	14.60%	6.71%	15.35%	12.58%	16.49%	16.56%	16.01%	30.78%	19.59%	20.68%	8.19%	7.25%	10.94%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8579	124	115	167	149	154	170	130	241	169	158	136	132	154	135	112	175	177	108	145	168	112	123	96	206	130	87	87	140	129	126	104	124	138	150	164	174	125	56	138	165	128	165	144	123	182	158	139	104	124	119	148	128	76	109	189	115	102	92	77	100	54	179	37	92	81	21					
		10.77%	8.21%	9.06%	10.24%	9.22%	11.61%	11.42%	9.62%	13.54%	10.70%	11.87%	9.54%	12.29%	9.97%	11.35%	11.57%	14.68%	13.54%	12.11%	14.12%	11.91%	9.12%	11.54%	9.40%	12.29%	10.07%	7.16%	6.56%	11.97%	10.93%	11.66%	10.38%	13.92%	11.23%	12.44%	12.06%	13.05%	12.07%	9.69%	10.87%	12.33%	8.73%	11.41%	7.89%	9.82%	11.46%	11.09%	9.07%	10.17%	10.27%	9.33%	13.31%	9.55%	6.74%	8.60%	16.92%	8.83%	8.79%	8.72%	9.96%	9.31%	9.84%	14.20%	9.69%	12.55%	12.24%	8.20%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	916	17	18	13	12	10	17	18	26	19	16	12	14	10	10	14	8	15	9	6	18	15	12	17	18	11	9	17	13	18	12	15	11	11	17	14	13	10	7	22	17	23	21	21	9	14	17	24	14	14	7	18	12	16	11	11	18	16	13	15	13	6	17	6	8	10	1					
		1.15%	1.13%	1.42%	0.80%	0.74%	0.75%	1.14%	1.33%	1.46%	1.20%	1.20%	0.84%	1.30%	0.65%	0.84%	1.45%	0.67%	1.15%	1.01%	0.58%	1.28%	1.22%	1.13%	1.67%	1.07%	0.85%	0.74%	1.28%	1.11%	1.53%	1.11%	1.50%	1.23%	0.90%	1.41%	1.03%	0.98%	0.97%	1.21%	1.73%	1.27%	1.57%	1.45%	1.15%	0.72%	0.88%	1.19%	1.57%	1.37%	1.16%	0.55%	1.62%	0.90%	1.42%	0.87%	0.98%	1.38%	1.38%	1.23%	1.94%	1.21%	1.09%	1.35%	1.57%	1.09%	1.51%	0.39%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13424	241	224	254	299	236	204	215	249	248	251	258	179	271	204	170	198	256	164	182	267	149	173	191	352	241	196	124	201	196	154	182	164	202	198	213	221	167	129	217	260	306	232	328	224	238	187	251	201	196	198	174	284	209	179	258	198	198	154	124	212	90	180	53	123	116	11					
		16.86%	15.95%	17.65%	15.57%	18.50%	17.78%	13.70%	15.90%	13.99%	15.71%	18.86%	18.11%	16.67%	17.55%	17.16%	17.56%	16.61%	19.59%	18.39%	17.72%	18.92%	12.13%	16.23%	18.71%	21.00%	18.67%	16.13%	9.35%	17.18%	16.61%	14.25%	18.16%	18.41%	16.44%	16.42%	15.66%	16.58%	16.12%	22.32%	17.10%	19.43%	20.86%	16.04%	17.97%	17.88%	14.99%	13.12%	16.37%	19.65%	16.24%	15.52%	15.65%	21.19%	18.54%	14.13%	23.10%	15.20%	17.05%	14.60%	16.04%	19.74%	16.39%	14.27%	13.87%	16.78%	17.52%	4.30%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	8692	195	122	196	211	116	100	101	144	194	192	203	125	196	137	124	123	181	102	112	219	70	125	110	205	187	76	241	115	143	93	106	89	133	128	169	182	80	76	145	227	242	145	241	115	123	149	161	93	126	149	138	94	133	145	11	136	130	89	48	68	74	82	19	96	89	3					
		10.92%	12.91%	9.61%	12.02%	13.06%	8.74%	6.72%	7.47%	8.09%	12.29%	14.43%	14.25%	11.64%	12.69%	11.52%	12.81%	10.32%	13.85%	11.43%	10.91%	15.52%	5.70%	11.73%	10.77%	12.23%	14.48%	6.26%	18.17%	9.83%	12.12%	8.60%	10.58%	9.99%	10.82%	10.61%	12.43%	13.65%	7.72%	13.15%	11.43%	16.97%	16.50%	10.03%	13.21%	9.18%	7.75%	10.46%	10.50%	9.09%	10.44%	11.68%	12.41%	7.01%	11.80%	11.44%	0.98%	10.44%	11.20%	8.44%	6.21%	6.33%	13.48%	6.50%	4.97%	13.10%	13.44%	1.17%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	35340	490	636	773	736	649	797	645	863	713	627	657	483	696	548	439	542	601	426	465	660	558	482	461	759	589	571	598	531	529	484	455	406	369	307	618	604	501	267	583	614	617	725	831	591	733	646	712	467	551	389	270	463	321	607	516	597	545	498	364	489	136	523	183	341	304	189					
		44.38%	32.43%	50.12%	47.39%	45.54%	48.91%	53.53%	47.71%	48.48%	45.16%	47.11%	46.11%	44.97%	45.08%	46.09%	45.35%	45.47%	45.98%	47.76%	45.28%	46.78%	45.44%	45.22%	45.15%	45.29%	45.62%	46.99%	45.10%	45.38%	44.83%	44.77%	45.41%	45.57%	30.02%	25.46%	45.44%	45.31%	48.36%	46.19%	45.94%	45.89%	42.06%	50.14%	45.53%	47.17%	46.16%	45.33%	46.44%	45.65%	45.65%	30.49%	24.28%	34.55%	28.48%	47.91%	46.20%	45.82%	46.94%	47.20%	47.09%	45.53%	24.77%	41.48%	47.91%	46.52%	45.92%	73.83%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	719	16	13	11	5	17	10	13	17	13	6	12	10	17	12	9	14	12	5	3	21	15	13	7	15	11	4	9	10	17	7	8	9	10	8	13	10	8	4	18	12	20	10	23	8	3	11	9	4	8	7	15	6	10	12	41	13	8	12	5	8	7	17	2	7	7	2					
		0.90%	1.06%	1.02%	0.67%	0.31%	1.28%	0.67%	0.96%	0.96%	0.82%	0.45%	0.84%	0.93%	1.10%	1.01%	0.93%	1.17%	0.92%	0.56%	0.29%	1.49%	1.22%	1.22%	0.69%	0.89%	0.85%	0.33%	0.68%	0.85%	1.44%	0.65%	0.80%	1.01%	0.81%	0.66%	0.96%	0.75%	0.77%	0.69%	1.42%	0.90%	1.36%	0.69%	1.26%	0.64%	0.19%	0.77%	0.59%	0.39%	0.66%	0.55%	1.35%	0.45%	0.89%	0.95%	3.67%	0.99%	0.69%	1.14%	0.65%	0.74%	1.28%	1.35%	0.52%	0.95%	1.06%	0.78%					
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
