Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Ялуторовская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.39%	0.23%	0.00%	0.00%	0.22%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.51%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	282	4	1	0	10	9	4	0	4	1	11	1	0	3	4	0	21	8	27	3	26	16	6	22	2	11	2	8	45	33									
		2.80%	1.49%	1.27%	0.00%	1.48%	1.53%	1.32%	0.00%	2.41%	1.45%	3.10%	0.95%	0.00%	0.69%	1.07%	0.00%	4.72%	3.19%	4.27%	1.40%	10.36%	3.14%	3.64%	8.12%	0.62%	1.59%	1.02%	1.79%	5.67%	5.75%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
