Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Красногорская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418									
		0.22%	0.22%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.27%	0.22%	0.58%	0.00%	0.34%	0.70%	0.00%	0.54%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	526	53	7	19	20	22	50	19	24	54	28	55	27	15	4	55	14	51	9									
		10.74%	11.42%	5.19%	8.05%	14.71%	9.48%	16.13%	11.31%	6.59%	11.95%	16.28%	10.74%	9.15%	10.49%	9.76%	9.87%	10.00%	11.18%	10.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	3	0	0	0	0	2	0	0	0	0	0	3	0	0	1	0	1	0									
		0.20%	0.65%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.18%	0.00%	0.22%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	187	17	2	9	3	9	5	8	20	19	4	26	8	3	2	22	2	23	5									
		3.82%	3.66%	1.48%	3.81%	2.21%	3.88%	1.61%	4.76%	5.49%	4.20%	2.33%	5.08%	2.71%	2.10%	4.88%	3.95%	1.43%	5.04%	5.88%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	0	0	0	0	2	2	0	1	2	0	0	3	0	0	0									
		0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.44%	0.00%	0.20%	0.68%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	12	3	1	1	0	0	1	0	1	0	0	1	0	0	0	2	0	2	0									
		0.24%	0.65%	0.74%	0.42%	0.00%	0.00%	0.32%	0.00%	0.27%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.36%	0.00%	0.44%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	696	53	9	31	16	36	38	15	31	75	16	99	46	7	6	98	16	93	11									
		14.21%	11.42%	6.67%	13.14%	11.76%	15.52%	12.26%	8.93%	8.52%	16.59%	9.30%	19.34%	15.59%	4.90%	14.63%	17.59%	11.43%	20.39%	12.94%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	1	0	1	3	3	0	1	0	3	1	0	0	1	2	3	0	0	0									
		0.39%	0.22%	0.00%	0.42%	2.21%	1.29%	0.00%	0.60%	0.00%	0.66%	0.58%	0.00%	0.00%	0.70%	4.88%	0.54%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	91	5	1	10	3	6	4	2	3	12	2	14	2	3	0	16	1	6	1									
		1.86%	1.08%	0.74%	4.24%	2.21%	2.59%	1.29%	1.19%	0.82%	2.65%	1.16%	2.73%	0.68%	2.10%	0.00%	2.87%	0.71%	1.32%	1.18%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
