Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																							
Дата голосования: 18.09.2016																																																																							
																																																																							
"Наименование Избирательной комиссии:    Красноярск, Октябрьская"																																																																							
																																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																																							
																																																																							
		Сумма	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №2296	УИК №2297	УИК №2319	УИК №2320	УИК №2323	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333									
		13.87%	11.97%	20.34%	14.43%	13.86%	16.57%	13.48%	12.26%	15.83%	12.92%	15.28%	13.08%	14.19%	13.58%	15.29%	14.97%	11.32%	12.58%	9.19%	7.79%	12.37%	15.17%	13.23%	12.15%	11.87%	12.89%	16.59%	14.31%	14.66%	13.05%	12.85%	13.91%	13.48%	16.93%	15.28%	13.15%	13.11%	13.68%	14.86%	19.03%	14.12%	15.08%	12.78%	17.28%	16.56%	11.91%	12.76%	16.27%	13.83%	12.92%	18.54%	8.26%	15.80%	13.38%	13.99%	13.11%	13.52%	15.57%	14.19%	11.36%	13.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	668	3	5	19	24	5	16	15	8	17	6	11	22	18	13	11	15	6	26	29	29	14	14	6	11	4	18	8	8	7	12	6	12	10	8	23	10	8	4	13	7	8	2	5	3	4	14	8	8	9	0	15	6	20	19	20	8	10	4	2	2									
		1.67%	2.11%	0.71%	3.30%	2.77%	0.74%	3.48%	2.22%	1.25%	2.09%	0.94%	1.42%	2.56%	2.07%	1.66%	1.47%	2.15%	1.26%	4.05%	2.90%	2.94%	2.02%	1.85%	1.06%	1.54%	0.50%	2.00%	1.19%	1.15%	1.03%	1.33%	0.76%	1.21%	1.24%	1.23%	3.22%	1.29%	1.37%	0.58%	1.58%	1.98%	1.65%	1.50%	2.62%	0.39%	0.45%	1.72%	1.20%	1.06%	1.17%	0.00%	2.17%	1.42%	3.26%	2.46%	2.28%	1.23%	1.47%	0.93%	0.65%	0.81%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	841	2	7	23	19	11	15	15	17	19	11	18	18	27	15	19	16	10	19	45	28	30	25	9	13	11	13	2	13	19	19	8	22	10	7	12	11	10	5	14	12	6	2	1	16	9	22	10	9	7	2	15	10	14	20	26	11	17	8	6	11									
		2.10%	1.41%	0.99%	4.00%	2.19%	1.63%	3.26%	2.22%	2.66%	2.34%	1.73%	2.33%	2.09%	3.11%	1.91%	2.54%	2.29%	2.10%	2.96%	4.50%	2.84%	4.34%	3.31%	1.58%	1.82%	1.36%	1.45%	0.30%	1.87%	2.79%	2.10%	1.01%	2.21%	1.24%	1.08%	1.68%	1.41%	1.71%	0.72%	1.70%	3.39%	1.24%	1.50%	0.52%	2.09%	1.01%	2.70%	1.51%	1.20%	0.91%	0.61%	2.17%	2.36%	2.28%	2.59%	2.96%	1.69%	2.50%	1.86%	1.95%	4.47%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	53	0	0	0	1	2	0	1	1	3	2	3	2	0	3	1	0	1	2	3	1	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	3	2	0	1	0	0	1	4	1	0	0	1	0	2	0	0	1	0	2	2	0	0	0									
		0.13%	0.00%	0.00%	0.00%	0.12%	0.30%	0.00%	0.15%	0.16%	0.37%	0.31%	0.39%	0.23%	0.00%	0.38%	0.13%	0.00%	0.21%	0.31%	0.30%	0.10%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.15%	0.14%	0.00%	0.11%	0.00%	0.10%	0.12%	0.00%	0.00%	0.13%	0.00%	0.43%	0.24%	0.00%	0.21%	0.00%	0.00%	0.13%	0.45%	0.12%	0.00%	0.00%	0.13%	0.00%	0.29%	0.00%	0.00%	0.13%	0.00%	0.31%	0.29%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1456	5	16	27	63	14	28	25	33	30	20	28	26	38	20	24	36	13	64	89	50	45	23	21	33	17	20	11	18	15	27	21	24	21	13	18	13	14	14	28	14	5	2	0	12	42	40	12	19	20	9	37	12	19	49	44	16	21	8	15	15									
		3.63%	3.52%	2.28%	4.70%	7.27%	2.07%	6.09%	3.69%	5.17%	3.69%	3.15%	3.63%	3.02%	4.37%	2.55%	3.21%	5.16%	2.73%	9.97%	8.89%	5.07%	6.50%	3.04%	3.70%	4.61%	2.11%	2.23%	1.64%	2.59%	2.20%	2.99%	2.65%	2.41%	2.60%	2.01%	2.52%	1.67%	2.39%	2.02%	3.39%	3.95%	1.03%	1.50%	0.00%	1.56%	4.72%	4.91%	1.81%	2.53%	2.61%	2.74%	5.36%	2.83%	3.10%	6.35%	5.02%	2.46%	3.08%	1.86%	4.87%	6.10%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5343	22	77	66	127	95	45	98	86	126	88	101	137	125	108	85	105	53	80	166	123	71	95	81	81	81	114	78	103	97	120	106	150	114	94	86	97	76	92	98	43	59	27	23	96	119	107	93	73	114	53	77	66	73	120	142	80	99	64	44	24									
		13.33%	15.49%	10.95%	11.48%	14.67%	14.05%	9.78%	14.48%	13.48%	15.50%	13.86%	13.08%	15.93%	14.38%	13.76%	11.36%	15.04%	11.11%	12.46%	16.58%	12.47%	10.26%	12.57%	14.26%	11.31%	10.04%	12.69%	11.62%	14.80%	14.22%	13.29%	13.40%	15.09%	14.09%	14.51%	12.03%	12.47%	12.99%	13.28%	11.88%	12.15%	12.19%	20.30%	12.04%	12.52%	13.37%	13.13%	14.01%	9.71%	14.88%	16.11%	11.16%	15.57%	11.91%	15.54%	16.19%	12.29%	14.54%	14.88%	14.29%	9.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	4867	12	66	55	61	64	9	82	73	109	90	100	97	94	120	102	83	63	65	95	80	55	75	88	94	125	105	89	93	96	97	108	139	91	102	102	94	86	103	99	41	65	13	34	121	123	88	99	91	109	25	105	42	64	72	86	98	100	72	42	16									
		12.14%	8.45%	9.39%	9.57%	7.04%	9.47%	1.96%	12.11%	11.44%	13.41%	14.17%	12.95%	11.28%	10.82%	15.29%	13.64%	11.89%	13.21%	10.12%	9.49%	8.11%	7.95%	9.92%	15.49%	13.13%	15.49%	11.69%	13.26%	13.36%	14.08%	10.74%	13.65%	13.98%	11.25%	15.74%	14.27%	12.08%	14.70%	14.86%	12.00%	11.58%	13.43%	9.77%	17.80%	15.78%	13.82%	10.80%	14.91%	12.10%	14.23%	7.60%	15.22%	9.91%	10.44%	9.33%	9.81%	15.05%	14.68%	16.74%	13.64%	6.50%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2765	11	36	27	42	36	24	30	42	61	50	78	61	75	44	64	45	34	50	100	54	37	53	35	69	39	48	48	60	39	97	61	62	58	45	54	36	38	31	38	24	17	4	2	69	74	49	43	60	85	13	64	31	50	63	62	47	29	35	16	16									
		6.90%	7.75%	5.12%	4.70%	4.85%	5.33%	5.22%	4.43%	6.58%	7.50%	7.87%	10.10%	7.09%	8.63%	5.61%	8.56%	6.45%	7.13%	7.79%	9.99%	5.48%	5.35%	7.01%	6.16%	9.64%	4.83%	5.35%	7.15%	8.62%	5.72%	10.74%	7.71%	6.24%	7.17%	6.94%	7.55%	4.63%	6.50%	4.47%	4.61%	6.78%	3.51%	3.01%	1.05%	8.99%	8.31%	6.01%	6.48%	7.98%	11.10%	3.95%	9.28%	7.31%	8.16%	8.16%	7.07%	7.22%	4.26%	8.14%	5.19%	6.50%									
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
