Выборы Президента Российской Федерации																																																																
																																																																
Наименование Избирательной комиссии:    Оренбургская																																																																
																																																																
Итоги голосования 																																																																
																																																																
		Сумма	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181					
11	Число полученных открепительных  удостоверений	1007	31	10	3	30	15	15	5	5	15	25	5	55	5	20	40	15	5	5	5	10	20	15	5	3	5	10	10	10	5	50	15	10	10	10	15	15	40	5	25	15	20	20	25	10	20	15	40	40	40	30	10	5	30	10	35	20	25					
12	Число выданных открепительных удостоверений	430	17	2	0	24	4	3	5	0	13	10	3	13	2	0	10	7	1	0	1	4	11	10	3	1	2	7	3	10	0	50	6	6	3	4	1	10	7	2	7	2	10	2	1	3	14	6	3	15	10	20	5	0	15	1	21	15	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	468	6	5	1	39	11	5	5	4	15	11	4	30	4	5	0	5	2	3	0	8	8	5	1	2	2	8	2	4	7	7	5	5	5	5	4	4	25	29	16	2	14	16	21	3	21	6	5	7	2	4	4	2	9	9	4	10	22					
14	Число неиспользованных открепительных удостоверений	577	14	8	3	6	11	12	0	5	2	15	2	42	3	20	30	8	4	5	4	6	9	5	2	2	3	3	7	0	5	0	9	4	7	6	14	5	33	3	18	13	10	18	24	7	6	9	37	25	30	10	5	5	15	9	14	5	0					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	. Глазьев Сергей Юрьевич	1593	28	2	0	44	22	3	5	9	65	26	2	151	57	22	28	29	2	2	0	21	34	30	1	0	1	6	3	18	11	8	23	32	11	30	14	5	102	12	59	13	46	41	39	18	35	21	42	47	30	43	14	0	82	16	93	39	56					
		4.95%	2.76%	1.01%	0.00%	4.44%	4.14%	0.70%	2.73%	10.00%	6.49%	5.45%	1.46%	10.03%	8.04%	3.74%	8.31%	4.95%	0.87%	0.99%	0.00%	4.52%	4.71%	5.40%	0.53%	0.00%	0.50%	2.19%	0.81%	5.79%	5.73%	1.25%	4.25%	4.69%	3.14%	5.93%	2.69%	1.36%	7.40%	5.63%	8.31%	2.18%	7.06%	6.57%	4.30%	4.65%	4.65%	3.47%	3.27%	3.42%	2.72%	5.99%	3.35%	0.00%	8.18%	3.77%	8.60%	7.66%	6.46%					
19	. Малышкин Олег Александрович	1307	42	4	3	41	15	12	2	2	39	24	7	72	34	50	46	22	9	6	0	10	23	21	3	2	5	11	19	8	16	31	29	44	9	11	17	10	65	10	24	17	16	21	28	29	42	21	46	61	30	42	27	7	30	12	35	5	40					
		4.06%	4.14%	2.01%	4.00%	4.13%	2.82%	2.80%	1.09%	2.22%	3.89%	5.03%	5.11%	4.78%	4.80%	8.50%	13.65%	3.75%	3.90%	2.97%	0.00%	2.15%	3.19%	3.78%	1.60%	1.67%	2.51%	4.01%	5.15%	2.57%	8.33%	4.83%	5.36%	6.45%	2.57%	2.17%	3.27%	2.71%	4.72%	4.69%	3.38%	2.86%	2.45%	3.37%	3.08%	7.49%	5.59%	3.47%	3.58%	4.44%	2.72%	5.85%	6.46%	4.02%	2.99%	2.83%	3.24%	0.98%	4.61%					
20	. Миронов Сергей Михайлович	180	4	1	0	6	4	0	2	2	4	1	1	8	5	4	0	4	4	0	2	3	3	7	1	0	1	0	3	2	0	6	1	2	3	4	2	2	8	0	5	2	2	1	4	0	4	3	9	5	2	3	5	2	7	7	10	6	3					
		0.56%	0.39%	0.50%	0.00%	0.60%	0.75%	0.00%	1.09%	2.22%	0.40%	0.21%	0.73%	0.53%	0.71%	0.68%	0.00%	0.68%	1.73%	0.00%	1.55%	0.65%	0.42%	1.26%	0.53%	0.00%	0.50%	0.00%	0.81%	0.64%	0.00%	0.93%	0.18%	0.29%	0.86%	0.79%	0.38%	0.54%	0.58%	0.00%	0.70%	0.34%	0.31%	0.16%	0.44%	0.00%	0.53%	0.50%	0.70%	0.36%	0.18%	0.42%	1.20%	1.15%	0.70%	1.65%	0.93%	1.18%	0.35%					
21	. Путин Владимир Владимирович	21096	553	92	27	582	366	343	137	49	604	341	86	871	409	331	203	345	158	166	99	295	446	332	131	100	145	188	174	205	127	444	347	478	238	289	355	288	910	146	453	403	426	455	671	269	451	416	900	1061	766	441	274	120	629	326	714	336	585					
		65.52%	54.48%	46.23%	36.00%	58.67%	68.80%	80.14%	74.86%	54.44%	60.28%	71.49%	62.77%	57.87%	57.69%	56.29%	60.24%	58.87%	68.40%	82.18%	76.74%	63.44%	61.77%	59.71%	70.05%	83.33%	72.86%	68.61%	47.15%	65.92%	66.15%	69.16%	64.14%	70.09%	68.00%	57.11%	68.27%	78.05%	66.04%	68.54%	63.80%	67.73%	65.34%	72.92%	73.90%	69.51%	59.97%	68.76%	70.04%	77.28%	69.45%	61.42%	65.55%	68.97%	62.77%	76.89%	66.05%	66.01%	67.47%					
22	. Хакамада Ирина Муцуовна	709	22	4	2	24	7	8	5	2	25	18	8	56	19	9	5	18	5	1	2	4	16	6	6	0	0	2	4	6	5	13	7	16	3	11	8	3	28	10	15	16	18	8	13	6	20	13	22	16	18	15	11	5	30	3	42	37	13					
		2.20%	2.17%	2.01%	2.67%	2.42%	1.32%	1.87%	2.73%	2.22%	2.50%	3.77%	5.84%	3.72%	2.68%	1.53%	1.48%	3.07%	2.16%	0.50%	1.55%	0.86%	2.22%	1.08%	3.21%	0.00%	0.00%	0.73%	1.08%	1.93%	2.60%	2.02%	1.29%	2.35%	0.86%	2.17%	1.54%	0.81%	2.03%	4.69%	2.11%	2.69%	2.76%	1.28%	1.43%	1.55%	2.66%	2.15%	1.71%	1.17%	1.63%	2.09%	2.63%	2.87%	2.99%	0.71%	3.89%	7.27%	1.50%					
23	. Харитонов Николай Михайлович	5844	321	87	42	226	94	54	27	25	222	37	24	266	145	141	44	144	42	20	24	119	179	139	37	17	42	52	154	57	28	112	119	87	70	140	107	47	182	23	119	119	102	80	124	43	151	117	225	133	208	134	71	32	166	39	131	47	107					
		18.15%	31.63%	43.72%	56.00%	22.78%	17.67%	12.62%	14.75%	27.78%	22.16%	7.76%	17.52%	17.67%	20.45%	23.98%	13.06%	24.57%	18.18%	9.90%	18.60%	25.59%	24.79%	25.00%	19.79%	14.17%	21.11%	18.98%	41.73%	18.33%	14.58%	17.45%	22.00%	12.76%	20.00%	27.67%	20.58%	12.74%	13.21%	10.80%	16.76%	20.00%	15.64%	12.82%	13.66%	11.11%	20.08%	19.34%	17.51%	9.69%	18.86%	18.66%	16.99%	18.39%	16.57%	9.20%	12.12%	9.23%	12.34%					
																																																																
24	Против всех	1158	33	3	1	48	16	4	1	1	34	20	8	72	35	22	7	19	9	2	1	11	18	20	4	1	3	9	8	10	5	26	9	21	11	15	12	11	72	12	33	17	35	15	23	13	34	12	38	44	41	29	11	5	42	15	47	38	52					
		3.60%	3.25%	1.51%	1.33%	4.84%	3.01%	0.93%	0.55%	1.11%	3.39%	4.19%	5.84%	4.78%	4.94%	3.74%	2.08%	3.24%	3.90%	0.99%	0.78%	2.37%	2.49%	3.60%	2.14%	0.83%	1.51%	3.28%	2.17%	3.22%	2.60%	4.05%	1.66%	3.08%	3.14%	2.96%	2.31%	2.98%	5.22%	5.63%	4.65%	2.86%	5.37%	2.40%	2.53%	3.36%	4.52%	1.98%	2.96%	3.20%	3.72%	4.04%	2.63%	2.87%	4.19%	3.54%	4.35%	7.47%	6.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
