Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Собинская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2064	35	27	32	19	68	14	55	38	15	32	21	17	6	97	115	122	98	43	12	43	17	52	16	32	67	75	57	73	100	71	82	65	40	69	60	64	73	84	30	10	18									
		10.71%	8.43%	6.19%	10.39%	8.33%	7.74%	5.09%	8.37%	10.64%	9.20%	11.94%	7.78%	7.80%	7.32%	17.99%	16.96%	19.24%	15.73%	8.08%	8.45%	10.94%	15.60%	11.13%	7.96%	11.07%	8.04%	10.00%	8.25%	10.01%	13.39%	10.57%	12.11%	9.98%	8.55%	12.52%	10.95%	8.50%	10.53%	12.90%	6.76%	7.87%	13.85%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	1	0	2	0	3	1	2	1	1	1	1	0	0	1	1	2	3	4	1	0	1	4	2	1	2	2	2	2	6	1	0	2	3	2	0	4	3	4	1	0	0									
		0.35%	0.24%	0.00%	0.65%	0.00%	0.34%	0.36%	0.30%	0.28%	0.61%	0.37%	0.37%	0.00%	0.00%	0.19%	0.15%	0.32%	0.48%	0.75%	0.70%	0.00%	0.92%	0.86%	0.99%	0.35%	0.24%	0.27%	0.29%	0.27%	0.80%	0.15%	0.00%	0.31%	0.64%	0.36%	0.00%	0.53%	0.43%	0.61%	0.23%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	899	18	10	8	4	43	7	42	16	5	11	5	5	3	26	40	39	33	14	2	14	1	15	7	12	26	39	32	35	32	36	29	18	34	26	36	49	40	39	35	9	4									
		4.66%	4.34%	2.29%	2.60%	1.75%	4.90%	2.55%	6.39%	4.48%	3.07%	4.10%	1.85%	2.29%	3.66%	4.82%	5.90%	6.15%	5.30%	2.63%	1.41%	3.56%	0.92%	3.21%	3.48%	4.15%	3.12%	5.20%	4.63%	4.80%	4.28%	5.36%	4.28%	2.76%	7.26%	4.72%	6.57%	6.51%	5.77%	5.99%	7.88%	7.09%	3.08%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
