Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Сармановская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	342	0	5	7	4	3	1	3	6	2	1	0	5	4	2	1	5	15	0	1	1	0	0	7	0	5	4	1	0	1	6	13	13	12	28	1	13	26	25	36	11	28	16	30									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	111	1	0	8	0	0	3	0	1	4	0	0	6	3	0	0	4	2	0	0	1	0	0	1	0	3	7	1	1	2	5	1	3	2	0	1	2	6	5	12	0	8	14	4									
14	Число погашенных неиспользованных открепительных удостоверений	290	7	2	0	2	4	4	4	1	1	2	2	0	3	5	6	2	5	5	4	3	7	5	0	5	2	3	6	3	4	4	12	12	8	0	4	31	18	19	8	19	16	28	14									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	1	0	1	1	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	20	1	0	0	0	0	4	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	2	0	1	3									
		0.07%	0.28%	0.00%	0.00%	0.00%	0.00%	1.83%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.27%	0.00%	0.08%	0.20%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	140	4	0	2	0	1	3	0	0	0	0	1	3	10	0	4	0	0	0	0	0	0	0	0	0	1	4	1	0	2	0	0	2	1	1	1	0	20	0	9	12	0	37	21									
		0.52%	1.13%	0.00%	0.28%	0.00%	0.28%	1.38%	0.00%	0.00%	0.00%	0.00%	0.48%	0.98%	2.09%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.61%	0.29%	0.00%	0.69%	0.00%	0.00%	0.18%	0.10%	0.07%	0.55%	0.00%	1.32%	0.00%	0.62%	1.63%	0.00%	2.86%	1.43%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	32	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	3	7	2	0	7	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.24%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.21%	0.00%	0.00%	0.00%	0.26%	0.20%	0.48%	0.27%	0.00%	0.54%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26247	349	355	700	338	353	206	453	425	394	221	203	294	440	436	405	369	928	182	290	121	471	174	328	176	426	639	337	254	283	524	1285	1104	932	1348	182	1281	1445	1435	1355	699	1483	1219	1405									
		96.78%	98.59%	99.16%	96.55%	99.71%	98.33%	94.50%	98.91%	98.38%	98.75%	99.10%	98.07%	95.77%	91.86%	98.87%	97.36%	97.88%	99.04%	100.00%	99.66%	98.37%	97.92%	99.43%	98.80%	98.88%	98.61%	98.01%	99.41%	97.69%	97.92%	98.13%	97.94%	98.48%	97.69%	98.04%	99.45%	93.78%	95.19%	97.09%	93.45%	94.84%	94.94%	94.20%	95.45%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	7	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0									
		0.03%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	244	0	1	4	0	2	0	2	1	2	1	0	5	12	1	2	2	3	0	0	1	4	0	0	1	1	5	1	2	0	4	2	3	5	9	0	45	11	13	19	14	40	19	7									
		0.90%	0.00%	0.28%	0.55%	0.00%	0.56%	0.00%	0.44%	0.23%	0.50%	0.45%	0.00%	1.63%	2.51%	0.23%	0.48%	0.53%	0.32%	0.00%	0.00%	0.81%	0.83%	0.00%	0.00%	0.56%	0.23%	0.77%	0.29%	0.77%	0.00%	0.75%	0.15%	0.27%	0.52%	0.65%	0.00%	3.29%	0.72%	0.88%	1.31%	1.90%	2.56%	1.47%	0.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	6	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	10	0	5	2	7	4	0									
		0.14%	0.00%	0.00%	0.14%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.34%	0.27%	0.45%	0.31%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	241	0	2	5	1	1	2	3	5	2	1	3	1	8	2	4	3	4	0	1	1	6	1	4	1	4	0	0	4	1	6	20	7	9	12	0	33	9	17	26	1	20	0	11									
		0.89%	0.00%	0.56%	0.69%	0.29%	0.28%	0.92%	0.66%	1.16%	0.50%	0.45%	1.45%	0.33%	1.67%	0.45%	0.96%	0.80%	0.43%	0.00%	0.34%	0.81%	1.25%	0.57%	1.20%	0.56%	0.93%	0.00%	0.00%	1.54%	0.35%	1.12%	1.52%	0.62%	0.94%	0.87%	0.00%	2.42%	0.59%	1.15%	1.79%	0.14%	1.28%	0.00%	0.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	3									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.20%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	84	0	0	1	0	0	0	0	0	0	0	0	2	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	12	10	14	2	9	3	18									
		0.31%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.42%	0.23%	0.00%	0.27%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.36%	0.00%	0.00%	0.79%	0.68%	0.97%	0.27%	0.58%	0.23%	1.22%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
