Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Курчатовская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268									
		40.00%	39.31%	41.79%	43.91%	40.75%	42.79%	36.09%	41.64%	39.64%	40.06%	40.78%	38.66%	42.38%	39.59%	38.88%	39.43%	40.87%	37.82%	41.30%	36.71%	37.55%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	203	10	9	11	11	6	12	4	12	14	9	10	7	10	14	15	6	15	8	9	11									
		1.23%	1.24%	0.95%	1.07%	1.25%	0.69%	1.29%	0.74%	1.43%	1.48%	1.07%	1.22%	0.90%	1.38%	1.86%	1.96%	0.79%	1.85%	1.09%	1.17%	1.15%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	3	2	2	1	1	1	0	4	2	0	1	3	0	1	0	1	1	1	2	0									
		0.16%	0.37%	0.21%	0.19%	0.11%	0.12%	0.11%	0.00%	0.48%	0.21%	0.00%	0.12%	0.39%	0.00%	0.13%	0.00%	0.13%	0.12%	0.14%	0.26%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3154	172	151	151	128	125	155	137	164	155	149	167	152	172	170	145	146	163	150	201	201									
		19.12%	21.26%	15.89%	14.70%	14.53%	14.42%	16.65%	25.46%	19.52%	16.38%	17.72%	20.37%	19.64%	23.72%	22.64%	18.93%	19.19%	20.15%	20.38%	26.07%	21.03%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	120	8	8	8	8	2	11	2	7	2	7	4	3	6	5	10	8	2	2	10	7									
		0.73%	0.99%	0.84%	0.78%	0.91%	0.23%	1.18%	0.37%	0.83%	0.21%	0.83%	0.49%	0.39%	0.83%	0.67%	1.31%	1.05%	0.25%	0.27%	1.30%	0.73%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	168	7	9	20	6	10	13	6	7	7	5	10	10	6	8	6	5	10	5	6	12									
		1.02%	0.87%	0.95%	1.95%	0.68%	1.15%	1.40%	1.12%	0.83%	0.74%	0.59%	1.22%	1.29%	0.83%	1.07%	0.78%	0.66%	1.24%	0.68%	0.78%	1.26%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	2	1	3	1	0	2	2	2	0	0	1	0	2	2	2	0	2	1	1	2									
		0.16%	0.25%	0.11%	0.29%	0.11%	0.00%	0.21%	0.37%	0.24%	0.00%	0.00%	0.12%	0.00%	0.28%	0.27%	0.26%	0.00%	0.25%	0.14%	0.13%	0.21%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	369	14	24	13	27	25	24	10	24	28	17	23	22	7	13	15	14	15	24	9	21									
		2.24%	1.73%	2.53%	1.27%	3.06%	2.88%	2.58%	1.86%	2.86%	2.96%	2.02%	2.80%	2.84%	0.97%	1.73%	1.96%	1.84%	1.85%	3.26%	1.17%	2.20%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2695	135	153	194	166	149	179	79	127	170	126	147	99	115	110	136	115	120	122	100	153									
		16.33%	16.69%	16.11%	18.89%	18.84%	17.19%	19.23%	14.68%	15.12%	17.97%	14.98%	17.93%	12.79%	15.86%	14.65%	17.75%	15.11%	14.83%	16.58%	12.97%	16.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	271	7	23	5	23	15	21	10	11	12	12	11	15	11	9	11	8	13	13	19	22									
		1.64%	0.87%	2.42%	0.49%	2.61%	1.73%	2.26%	1.86%	1.31%	1.27%	1.43%	1.34%	1.94%	1.52%	1.20%	1.44%	1.05%	1.61%	1.77%	2.46%	2.30%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1101	50	53	69	61	78	71	24	66	64	66	53	53	39	45	42	58	62	28	50	69									
		6.67%	6.18%	5.58%	6.72%	6.92%	8.99%	7.63%	4.46%	7.86%	6.77%	7.85%	6.46%	6.85%	5.38%	5.99%	5.48%	7.62%	7.66%	3.80%	6.49%	7.22%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
