Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Пировская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	65	2	4	3	0	9	7	6	1	0	5	16	2	0	0	6	1	1	2									
		2.19%	3.39%	3.77%	2.75%	0.00%	2.86%	7.00%	2.24%	1.37%	0.00%	3.60%	1.52%	2.08%	0.00%	0.00%	2.58%	2.78%	2.63%	2.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1634	37	44	70	77	162	62	191	55	38	67	512	61	26	31	107	21	29	44									
		55.15%	62.71%	41.51%	64.22%	79.38%	51.43%	62.00%	71.27%	75.34%	64.41%	48.20%	48.62%	63.54%	42.62%	72.09%	45.92%	58.33%	76.32%	56.41%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	0	1	0	1	3	2	4	0	0	1	5	1	4	0	3	0	0	0									
		0.84%	0.00%	0.94%	0.00%	1.03%	0.95%	2.00%	1.49%	0.00%	0.00%	0.72%	0.47%	1.04%	6.56%	0.00%	1.29%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	2	0									
		0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	5.26%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	550	11	31	10	3	61	8	46	7	7	23	231	10	7	4	65	12	3	11									
		18.56%	18.64%	29.25%	9.17%	3.09%	19.37%	8.00%	17.16%	9.59%	11.86%	16.55%	21.94%	10.42%	11.48%	9.30%	27.90%	33.33%	7.89%	14.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	1	4	0	0	1	1	0	0	0	3	2	0	0	0	6	0	0	0									
		0.61%	1.69%	3.77%	0.00%	0.00%	0.32%	1.00%	0.00%	0.00%	0.00%	2.16%	0.19%	0.00%	0.00%	0.00%	2.58%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	11	0	0	0	0	0	0	0	1	0	1	6	2	0	1	0	0	0	0									
		0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.37%	0.00%	0.72%	0.57%	2.08%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	14	0	0	0	0	0	1	1	0	0	1	8	0	0	1	1	1	0	0									
		0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.37%	0.00%	0.00%	0.72%	0.76%	0.00%	0.00%	2.33%	0.43%	2.78%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	319	7	10	15	5	38	10	13	5	6	16	131	8	17	1	19	0	1	17									
		10.77%	11.86%	9.43%	13.76%	5.15%	12.06%	10.00%	4.85%	6.85%	10.17%	11.51%	12.44%	8.33%	27.87%	2.33%	8.15%	0.00%	2.63%	21.79%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	1	1	0	1	14	3	0	1	1	3	28	1	0	1	2	0	0	0									
		1.92%	1.69%	0.94%	0.00%	1.03%	4.44%	3.00%	0.00%	1.37%	1.69%	2.16%	2.66%	1.04%	0.00%	2.33%	0.86%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	61	0	3	1	1	7	1	1	0	0	6	30	3	1	0	6	0	0	1									
		2.06%	0.00%	2.83%	0.92%	1.03%	2.22%	1.00%	0.37%	0.00%	0.00%	4.32%	2.85%	3.13%	1.64%	0.00%	2.58%	0.00%	0.00%	1.28%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
