Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Аткарская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	118	8	10	3	1	11	11	7	5	0	9	6	5	5	5	1	1	0	2	2	5	0	0	7	1	1	0	1	0	0	1	0	2	0	2	0	3	2	1					
		0.46%	0.42%	0.99%	0.45%	0.16%	0.55%	1.03%	0.42%	0.57%	0.00%	1.19%	0.76%	0.33%	0.53%	0.43%	0.31%	0.25%	0.00%	0.43%	0.72%	0.72%	0.00%	0.00%	0.70%	0.17%	0.23%	0.00%	0.29%	0.00%	0.00%	0.18%	0.00%	0.55%	0.00%	0.78%	0.00%	0.56%	0.41%	0.43%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2986	220	234	136	127	226	187	185	229	91	113	133	167	100	169	16	8	7	72	32	12	3	15	76	27	32	8	6	0	93	66	6	38	3	46	19	60	13	11					
		11.65%	11.60%	23.35%	20.18%	20.06%	11.25%	17.56%	11.08%	25.99%	19.24%	14.89%	16.79%	10.96%	10.53%	14.38%	4.92%	1.98%	2.26%	15.38%	11.55%	1.73%	0.72%	3.77%	7.63%	4.51%	7.21%	1.70%	1.76%	0.00%	18.27%	12.20%	2.59%	10.53%	1.06%	17.83%	10.56%	11.11%	2.67%	4.70%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	206	11	12	8	8	27	24	8	15	12	16	7	7	6	5	3	2	1	3	2	2	0	0	4	3	1	0	1	0	4	4	0	0	0	5	0	3	0	2					
		0.80%	0.58%	1.20%	1.19%	1.26%	1.34%	2.25%	0.48%	1.70%	2.54%	2.11%	0.88%	0.46%	0.63%	0.43%	0.92%	0.49%	0.32%	0.64%	0.72%	0.29%	0.00%	0.00%	0.40%	0.50%	0.23%	0.00%	0.29%	0.00%	0.79%	0.74%	0.00%	0.00%	0.00%	1.94%	0.00%	0.56%	0.00%	0.85%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17515	1281	449	376	304	1395	495	1170	403	261	417	451	1112	673	723	266	339	289	289	212	594	401	330	802	499	367	457	269	361	282	321	199	262	268	154	131	334	394	185					
		68.33%	67.56%	44.81%	55.79%	48.03%	69.47%	46.48%	70.06%	45.74%	55.18%	54.94%	56.94%	72.97%	70.84%	61.53%	81.85%	83.70%	93.23%	61.75%	76.53%	85.59%	96.86%	82.91%	80.52%	83.31%	82.66%	97.03%	78.89%	98.90%	55.40%	59.33%	85.78%	72.58%	95.04%	59.69%	72.78%	61.85%	81.07%	79.06%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	56	2	1	4	2	7	4	4	3	0	2	3	3	1	6	1	0	1	1	0	0	0	0	2	3	1	0	0	0	1	2	1	0	0	1	0	0	0	0					
		0.22%	0.11%	0.10%	0.59%	0.32%	0.35%	0.38%	0.24%	0.34%	0.00%	0.26%	0.38%	0.20%	0.11%	0.51%	0.31%	0.00%	0.32%	0.21%	0.00%	0.00%	0.00%	0.00%	0.20%	0.50%	0.23%	0.00%	0.00%	0.00%	0.20%	0.37%	0.43%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
