Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Вытегорская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	106	6	4	1	5	7	1	0	5	4	0	5	2	0	1	2	3	1	2	1	2	3	1	3	2	5	3	7	3	2	5	1	4	2	3	3	1	3	0	3									
14	Число погашенных неиспользованных открепительных удостоверений	105	4	3	1	2	0	5	5	7	1	1	5	0	0	1	2	2	2	3	0	6	0	2	6	0	6	6	9	9	10	5	0	0	0	0	0	0	2	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	156	7	6	17	9	17	0	0	0	0	2	7	4	1	0	1	9	0	5	11	4	16	1	1	1	2	0	2	1	0	0	0	4	0	9	4	0	1	14	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	85	7	1	6	3	5	1	0	5	2	0	3	1	1	1	0	1	0	2	6	5	0	2	3	2	2	6	6	1	2	2	0	0	1	1	3	2	0	1	1									
		1.03%	0.99%	0.30%	0.94%	0.55%	0.76%	1.19%	0.00%	1.46%	3.45%	0.00%	1.42%	1.14%	3.45%	1.89%	0.00%	0.99%	0.00%	2.08%	3.49%	1.35%	0.00%	3.85%	1.46%	1.40%	0.69%	4.88%	1.79%	0.25%	0.64%	1.48%	0.00%	0.00%	1.67%	0.53%	0.86%	1.83%	0.00%	0.44%	0.94%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	349	19	11	24	13	28	4	1	15	3	2	5	1	0	1	1	2	3	5	3	10	2	1	11	5	16	7	13	11	15	9	7	8	4	6	13	6	2	54	8									
		4.25%	2.71%	3.33%	3.77%	2.39%	4.26%	4.76%	1.59%	4.37%	5.17%	2.63%	2.37%	1.14%	0.00%	1.89%	1.61%	1.98%	7.69%	5.21%	1.74%	2.70%	1.83%	1.92%	5.34%	3.50%	5.50%	5.69%	3.87%	2.78%	4.81%	6.67%	3.83%	10.26%	6.67%	3.21%	3.74%	5.50%	2.08%	23.58%	7.55%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	284	25	14	29	13	22	4	0	12	1	2	10	0	0	1	2	5	2	4	7	15	7	0	10	1	8	3	11	9	12	3	9	3	6	13	8	1	2	8	2									
		3.46%	3.57%	4.24%	4.56%	2.39%	3.34%	4.76%	0.00%	3.50%	1.72%	2.63%	4.74%	0.00%	0.00%	1.89%	3.23%	4.95%	5.13%	4.17%	4.07%	4.05%	6.42%	0.00%	4.85%	0.70%	2.75%	2.44%	3.27%	2.27%	3.85%	2.22%	4.92%	3.85%	10.00%	6.95%	2.30%	0.92%	2.08%	3.49%	1.89%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3354	268	112	226	216	232	35	19	165	31	42	97	54	12	16	37	48	10	42	82	146	49	32	105	65	114	53	127	148	119	74	101	32	18	74	114	40	54	94	51									
		40.83%	38.23%	33.94%	35.53%	39.63%	35.26%	41.67%	30.16%	48.10%	53.45%	55.26%	45.97%	61.36%	41.38%	30.19%	59.68%	47.52%	25.64%	43.75%	47.67%	39.46%	44.95%	61.54%	50.97%	45.45%	39.18%	43.09%	37.80%	37.37%	38.14%	54.81%	55.19%	41.03%	30.00%	39.57%	32.76%	36.70%	56.25%	41.05%	48.11%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	2	3	4	1	4	0	0	3	1	0	1	0	0	0	0	1	0	0	1	2	4	0	0	0	0	1	2	1	0	0	0	1	0	1	5	0	0	1	0									
		0.47%	0.29%	0.91%	0.63%	0.18%	0.61%	0.00%	0.00%	0.87%	1.72%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.58%	0.54%	3.67%	0.00%	0.00%	0.00%	0.00%	0.81%	0.60%	0.25%	0.00%	0.00%	0.00%	1.28%	0.00%	0.53%	1.44%	0.00%	0.00%	0.44%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	2	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	0	0	1	1	1	1	0	0	0	0	0									
		0.19%	0.29%	0.00%	0.16%	0.00%	0.15%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.27%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.55%	1.28%	1.67%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1508	112	60	94	111	118	14	19	70	9	18	42	15	12	11	13	21	13	10	40	102	18	8	24	19	56	21	62	75	69	22	34	13	9	26	59	24	10	40	15									
		18.36%	15.98%	18.18%	14.78%	20.37%	17.93%	16.67%	30.16%	20.41%	15.52%	23.68%	19.91%	17.05%	41.38%	20.75%	20.97%	20.79%	33.33%	10.42%	23.26%	27.57%	16.51%	15.38%	11.65%	13.29%	19.24%	17.07%	18.45%	18.94%	22.12%	16.30%	18.58%	16.67%	15.00%	13.90%	16.95%	22.02%	10.42%	17.47%	14.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	29	1	2	0	3	6	0	0	1	0	0	0	0	0	1	1	0	2	1	0	1	0	0	0	0	1	1	1	3	1	0	0	0	1	1	0	1	0	0	0									
		0.35%	0.14%	0.61%	0.00%	0.55%	0.91%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	1.89%	1.61%	0.00%	5.13%	1.04%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.34%	0.81%	0.30%	0.76%	0.32%	0.00%	0.00%	0.00%	1.67%	0.53%	0.00%	0.92%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	61	6	2	10	2	8	0	4	3	0	0	1	0	0	1	0	1	0	0	1	3	0	0	1	3	0	0	0	7	1	0	1	0	1	2	0	2	0	1	0									
		0.74%	0.86%	0.61%	1.57%	0.37%	1.22%	0.00%	6.35%	0.87%	0.00%	0.00%	0.47%	0.00%	0.00%	1.89%	0.00%	0.99%	0.00%	0.00%	0.58%	0.81%	0.00%	0.00%	0.49%	2.10%	0.00%	0.00%	0.00%	1.77%	0.32%	0.00%	0.55%	0.00%	1.67%	1.07%	0.00%	1.83%	0.00%	0.44%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	0	1	1	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0									
		0.15%	0.14%	0.00%	0.16%	0.18%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	1.89%	0.00%	0.00%	2.56%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	98	9	3	10	8	17	3	1	3	0	1	2	1	0	0	1	0	1	0	1	0	1	0	0	1	2	0	5	7	3	2	2	0	1	5	1	1	4	2	0									
		1.19%	1.28%	0.91%	1.57%	1.47%	2.58%	3.57%	1.59%	0.87%	0.00%	1.32%	0.95%	1.14%	0.00%	0.00%	1.61%	0.00%	2.56%	0.00%	0.58%	0.00%	0.92%	0.00%	0.00%	0.70%	0.69%	0.00%	1.49%	1.77%	0.96%	1.48%	1.09%	0.00%	1.67%	2.67%	0.29%	0.92%	4.17%	0.87%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1373	146	59	125	93	97	11	10	42	6	7	29	6	3	16	3	15	3	20	21	40	19	7	18	18	63	24	63	67	48	17	15	17	15	48	109	22	16	9	26									
		16.72%	20.83%	17.88%	19.65%	17.06%	14.74%	13.10%	15.87%	12.24%	10.34%	9.21%	13.74%	6.82%	10.34%	30.19%	4.84%	14.85%	7.69%	20.83%	12.21%	10.81%	17.43%	13.46%	8.74%	12.59%	21.65%	19.51%	18.75%	16.92%	15.38%	12.59%	8.20%	21.79%	25.00%	25.67%	31.32%	20.18%	16.67%	3.93%	24.53%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	3	1	2	1	5	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	2	2	0	0	0	0	0	0	2	0	0	1	0									
		0.32%	0.43%	0.30%	0.31%	0.18%	0.76%	0.00%	0.00%	0.29%	0.00%	0.00%	0.47%	1.14%	3.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.49%	0.00%	0.00%	0.81%	0.60%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.44%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	795	86	54	92	69	96	7	7	10	2	0	12	6	0	2	2	6	3	10	6	41	5	1	29	23	25	5	34	53	39	2	9	3	1	6	24	7	6	10	2									
		9.68%	12.27%	16.36%	14.47%	12.66%	14.59%	8.33%	11.11%	2.92%	3.45%	0.00%	5.69%	6.82%	0.00%	3.77%	3.23%	5.94%	7.69%	10.42%	3.49%	11.08%	4.59%	1.92%	14.08%	16.08%	8.59%	4.07%	10.12%	13.38%	12.50%	1.48%	4.92%	3.85%	1.67%	3.21%	6.90%	6.42%	6.25%	4.37%	1.89%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
