Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Хилокский район																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК  288	УИК  289	УИК  290	УИК  291	УИК  292	УИК  293	УИК  294	УИК  295	УИК  296	УИК  297	УИК  298	УИК  299	УИК  300	УИК  301	УИК  302	УИК  303	УИК  304	УИК  305	УИК  306	УИК  307	УИК  308	УИК  309	УИК  310	УИК  311	УИК  312	УИК  313					
		0.10%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.66%	0.0%	0.52%	0.0%	0.21%	0.0%	0.0%	0.0%	0.26%	1.31%	0.0%	0.20%	0.30%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	2	6	0	3	1	0	0	4	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0					
		0.19%	0.22%	0.70%	0.0%	0.42%	0.18%	0.0%	0.0%	0.84%	0.0%	0.17%	0.0%	0.0%	0.0%	0.18%	0.0%	0.26%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	421	41	32	18	15	8	1	17	16	24	10	23	34	9	21	30	8	11	3	26	30	10	16	9	1	6	2					
		3.83%	4.55%	3.76%	3.22%	2.10%	1.47%	1.26%	6.27%	3.37%	4.27%	1.79%	15.23%	29.82%	4.68%	3.95%	3.28%	2.12%	9.90%	2.77%	3.40%	39.47%	2.08%	3.23%	2.76%	0.27%	1.55%	2.40%					
28	"11. ""Истинные патриоты России"""	9	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1					
		0.08%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.26%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	1.20%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	285	49	44	20	15	18	0	2	8	11	6	2	1	7	12	13	9	4	4	12	2	14	11	5	8	8	0					
		2.59%	5.44%	5.17%	3.58%	2.10%	3.30%	0.0%	0.73%	1.68%	1.95%	1.07%	1.32%	0.87%	3.64%	2.25%	1.42%	2.38%	3.60%	3.70%	1.57%	2.63%	2.92%	2.22%	1.53%	2.17%	2.07%	0.0%					
30	"13. ""Демократическая партия России"""	43	4	3	5	1	1	0	2	0	5	0	0	0	0	2	7	4	0	0	2	0	1	3	2	0	1	0					
		0.39%	0.44%	0.35%	0.89%	0.14%	0.18%	0.0%	0.73%	0.0%	0.88%	0.0%	0.0%	0.0%	0.0%	0.37%	0.76%	1.06%	0.0%	0.0%	0.26%	0.0%	0.20%	0.60%	0.61%	0.0%	0.25%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	31	2	3	1	1	0	0	3	2	1	1	0	5	0	1	2	0	1	0	1	1	0	4	0	0	2	0					
		0.28%	0.22%	0.35%	0.17%	0.14%	0.0%	0.0%	1.10%	0.42%	0.17%	0.17%	0.0%	4.38%	0.0%	0.18%	0.21%	0.0%	0.90%	0.0%	0.13%	1.31%	0.0%	0.80%	0.0%	0.0%	0.51%	0.0%					
32	"15. ""Партия СЛОН"""	23	2	1	1	0	2	3	0	2	1	0	0	0	0	0	3	0	0	1	1	0	2	1	2	1	0	0					
		0.20%	0.22%	0.11%	0.17%	0.0%	0.36%	3.79%	0.0%	0.42%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.92%	0.13%	0.0%	0.41%	0.20%	0.61%	0.27%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	546	40	44	45	28	39	1	5	50	25	30	2	4	2	36	69	34	2	1	24	2	11	15	16	17	4	0					
		4.97%	4.44%	5.17%	8.06%	3.93%	7.16%	1.26%	1.84%	10.54%	4.44%	5.37%	1.32%	3.50%	1.04%	6.77%	7.54%	9.01%	1.80%	0.92%	3.14%	2.63%	2.29%	3.03%	4.90%	4.61%	1.03%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	44	2	0	3	3	1	0	0	1	4	1	0	1	2	0	5	6	0	0	2	1	0	2	4	5	1	0					
		0.40%	0.22%	0.0%	0.53%	0.42%	0.18%	0.0%	0.0%	0.21%	0.71%	0.17%	0.0%	0.87%	1.04%	0.0%	0.54%	1.59%	0.0%	0.0%	0.26%	1.31%	0.0%	0.40%	1.22%	1.35%	0.25%	0.0%					
35	"18. ""ЛДПР"""	2446	200	172	131	194	157	12	20	114	135	170	44	3	41	120	194	58	10	32	156	16	91	75	88	112	101	0					
		22.27%	22.22%	20.23%	23.47%	27.24%	28.86%	15.18%	7.38%	24.05%	24.02%	30.46%	29.13%	2.63%	21.35%	22.59%	21.22%	15.38%	9.00%	29.62%	20.41%	21.05%	18.99%	15.15%	26.99%	30.43%	26.23%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	243	29	31	13	19	21	0	0	8	8	8	2	0	3	16	10	11	1	1	3	0	8	8	9	13	21	0					
		2.21%	3.22%	3.64%	2.32%	2.66%	3.86%	0.0%	0.0%	1.68%	1.42%	1.43%	1.32%	0.0%	1.56%	3.01%	1.09%	2.91%	0.90%	0.92%	0.39%	0.0%	1.67%	1.61%	2.76%	3.53%	5.45%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	3761	295	275	169	282	175	40	153	144	168	182	15	25	60	187	304	121	68	37	295	10	147	189	120	92	151	57					
		34.24%	32.77%	32.35%	30.28%	39.60%	32.16%	50.63%	56.45%	30.37%	29.89%	32.61%	9.93%	21.92%	31.25%	35.21%	33.26%	32.09%	61.26%	34.25%	38.61%	13.15%	30.68%	38.18%	36.80%	25.0%	39.22%	68.67%					
38	"21. ""Российская Конституционно-демократическая партия"""	24	1	0	2	1	1	0	1	2	0	1	0	0	0	1	0	0	0	1	1	0	1	8	1	1	0	1					
		0.21%	0.11%	0.0%	0.35%	0.14%	0.18%	0.0%	0.36%	0.42%	0.0%	0.17%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.92%	0.13%	0.0%	0.20%	1.61%	0.30%	0.27%	0.0%	1.20%					
39	"22. ""Развитие предпринимательства"""	17	1	0	0	0	0	0	0	1	0	1	0	0	0	1	4	0	0	1	2	0	2	1	0	0	2	1					
		0.15%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.17%	0.0%	0.0%	0.0%	0.18%	0.43%	0.0%	0.0%	0.92%	0.26%	0.0%	0.41%	0.20%	0.0%	0.0%	0.51%	1.20%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1502	100	98	67	58	58	14	41	46	98	21	37	19	41	64	156	54	4	10	146	7	120	84	34	81	40	4					
		13.67%	11.11%	11.52%	12.00%	8.14%	10.66%	17.72%	15.12%	9.70%	17.43%	3.76%	24.50%	16.66%	21.35%	12.05%	17.06%	14.32%	3.60%	9.25%	19.10%	9.21%	25.05%	16.96%	10.42%	22.01%	10.38%	4.81%					
																																	
41	Против всех	323	35	41	15	9	11	2	1	18	16	64	9	5	8	7	10	6	3	0	12	3	11	15	7	5	10	0					
		2.94%	3.88%	4.82%	2.68%	1.26%	2.02%	2.53%	0.36%	3.79%	2.84%	11.46%	5.96%	4.38%	4.16%	1.31%	1.09%	1.59%	2.70%	0.0%	1.57%	3.94%	2.29%	3.03%	2.14%	1.35%	2.59%	0.0%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
