Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Железнодорожная городская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	887	10	15	15	20	25	15	20	10	12	20	20	20	20	23	15	0	21	15	15	18	15	40	20	20	20	20	20	20	20	40	20	20	15	19	16	15	20	20	23	15	22	20	40	48	10	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	647	8	14	7	15	22	11	10	6	7	17	13	17	13	18	14	0	20	5	11	17	10	27	12	14	16	15	10	14	15	36	15	13	8	13	15	11	20	17	22	3	21	7	28	35	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	385	13	8	5	6	10	9	2	2	3	5	7	7	2	7	7	13	13	5	10	3	5	0	9	9	5	13	11	8	13	12	8	4	12	9	11	7	4	13	8	7	11	7	24	12	26	0					
14	Число погашенных открепительных удостоверений	240	2	1	8	5	3	4	10	4	5	3	7	3	7	5	1	0	1	10	4	1	5	13	8	6	4	5	10	6	5	4	5	7	7	6	1	4	0	3	1	12	1	13	12	13	5	0					
15	Число открепительных удостоверений выданных ТИК	88	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	6	1	0	0	0	40	0	0	0	0	0	0	20	0	0	0	0	1	0	1	5	0					
16	Число утраченных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	"1. ""ЕДИНЕНИЕ"""	457	2	9	4	11	17	9	10	17	7	10	11	10	14	15	9	0	17	8	11	12	12	17	12	9	4	12	11	15	14	13	4	15	5	8	9	7	7	12	9	4	17	22	6	3	7	0					
		0.89%	0.81%	0.90%	0.56%	0.82%	1.16%	1.18%	1.28%	1.60%	0.97%	0.87%	0.77%	0.82%	1.08%	1.06%	0.73%	0.0%	1.36%	0.92%	1.33%	1.05%	1.06%	1.10%	0.87%	0.59%	0.33%	0.81%	0.86%	0.94%	0.96%	0.88%	0.32%	1.05%	0.53%	0.58%	0.83%	0.90%	0.56%	0.89%	0.60%	0.70%	1.29%	1.93%	0.40%	0.22%	1.58%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2735	20	73	45	53	72	34	26	40	29	47	75	46	72	59	64	4	81	53	46	73	64	103	94	126	68	74	61	84	63	73	73	76	52	77	63	65	78	74	90	39	49	37	68	51	18	3					
		5.34%	8.16%	7.30%	6.30%	3.98%	4.92%	4.47%	3.34%	3.77%	4.05%	4.13%	5.30%	3.79%	5.57%	4.19%	5.25%	5.12%	6.52%	6.09%	5.58%	6.40%	5.70%	6.68%	6.85%	8.26%	5.64%	5.03%	4.80%	5.29%	4.33%	4.97%	6.01%	5.36%	5.52%	5.62%	5.82%	8.41%	6.25%	5.51%	6.06%	6.90%	3.74%	3.25%	4.60%	3.78%	4.08%	1.88%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1334	11	30	26	41	20	26	25	35	18	45	25	38	27	23	19	2	25	33	25	31	31	44	34	28	43	38	30	43	39	33	36	19	26	22	28	19	36	50	22	16	43	27	44	35	20	3					
		2.60%	4.48%	3.00%	3.64%	3.08%	1.36%	3.42%	3.21%	3.29%	2.51%	3.95%	1.76%	3.13%	2.09%	1.63%	1.56%	2.56%	2.01%	3.79%	3.03%	2.72%	2.76%	2.85%	2.47%	1.83%	3.56%	2.58%	2.36%	2.71%	2.68%	2.24%	2.96%	1.34%	2.76%	1.60%	2.58%	2.46%	2.88%	3.72%	1.48%	2.83%	3.28%	2.37%	2.98%	2.59%	4.53%	1.88%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3358	16	115	59	83	81	53	48	41	34	38	89	64	68	76	64	1	78	68	50	67	90	114	73	139	87	96	99	98	108	113	80	116	82	90	79	45	81	83	94	23	73	54	124	85	34	5					
		6.55%	6.53%	11.51%	8.26%	6.24%	5.53%	6.97%	6.16%	3.86%	4.74%	3.33%	6.29%	5.27%	5.26%	5.39%	5.25%	1.28%	6.28%	7.82%	6.07%	5.88%	8.02%	7.40%	5.32%	9.11%	7.21%	6.53%	7.80%	6.18%	7.43%	7.69%	6.58%	8.19%	8.70%	6.57%	7.30%	5.82%	6.49%	6.18%	6.33%	4.07%	5.58%	4.75%	8.40%	6.30%	7.70%	3.14%					
22	"5. ""За Русь Святую"""	321	2	7	5	6	16	2	4	4	12	10	5	8	16	3	4	1	9	3	7	13	10	5	13	5	8	7	9	13	9	3	6	3	5	7	8	3	7	6	9	6	14	11	7	6	3	1					
		0.62%	0.81%	0.70%	0.70%	0.45%	1.09%	0.26%	0.51%	0.37%	1.67%	0.87%	0.35%	0.65%	1.23%	0.21%	0.32%	1.28%	0.72%	0.34%	0.85%	1.14%	0.89%	0.32%	0.94%	0.32%	0.66%	0.47%	0.70%	0.82%	0.61%	0.20%	0.49%	0.21%	0.53%	0.51%	0.73%	0.38%	0.56%	0.44%	0.60%	1.06%	1.07%	0.96%	0.47%	0.44%	0.68%	0.62%					
23	"6. ""Объединенная Российская партия ""Русь"""	112	3	1	2	2	2	0	2	2	2	2	4	5	2	4	2	0	5	1	2	3	2	3	1	4	7	1	7	4	2	4	0	3	0	5	3	0	0	0	2	2	2	4	7	3	0	0					
		0.21%	1.22%	0.10%	0.28%	0.15%	0.13%	0.0%	0.25%	0.18%	0.27%	0.17%	0.28%	0.41%	0.15%	0.28%	0.16%	0.0%	0.40%	0.11%	0.24%	0.26%	0.17%	0.19%	0.07%	0.26%	0.58%	0.06%	0.55%	0.25%	0.13%	0.27%	0.0%	0.21%	0.0%	0.36%	0.27%	0.0%	0.0%	0.0%	0.13%	0.35%	0.15%	0.35%	0.47%	0.22%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	696	4	11	5	20	25	7	13	9	2	10	20	25	26	25	20	0	19	9	18	26	9	20	20	20	24	15	19	15	18	21	17	13	12	21	15	9	19	7	18	7	18	20	17	20	8	0					
		1.35%	1.63%	1.10%	0.70%	1.50%	1.70%	0.92%	1.67%	0.84%	0.27%	0.87%	1.41%	2.06%	2.01%	1.77%	1.64%	0.0%	1.52%	1.03%	2.18%	2.28%	0.80%	1.29%	1.45%	1.31%	1.99%	1.02%	1.49%	0.94%	1.23%	1.43%	1.40%	0.91%	1.27%	1.53%	1.38%	1.16%	1.52%	0.52%	1.21%	1.23%	1.37%	1.76%	1.15%	1.48%	1.81%	0.0%					
25	"8. ""Народно-республиканская партия России"""	83	0	2	1	4	2	0	0	5	0	2	1	0	1	3	0	0	20	1	3	4	0	1	3	0	1	2	0	2	0	0	0	4	1	0	3	1	0	1	2	1	1	2	3	5	1	0					
		0.16%	0.0%	0.20%	0.14%	0.30%	0.13%	0.0%	0.0%	0.47%	0.0%	0.17%	0.07%	0.0%	0.07%	0.21%	0.0%	0.0%	1.61%	0.11%	0.36%	0.35%	0.0%	0.06%	0.21%	0.0%	0.08%	0.13%	0.0%	0.12%	0.0%	0.0%	0.0%	0.28%	0.10%	0.0%	0.27%	0.12%	0.0%	0.07%	0.13%	0.17%	0.07%	0.17%	0.20%	0.37%	0.22%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	381	0	8	6	10	6	10	9	12	5	8	5	10	8	22	22	0	0	5	8	6	4	5	15	14	11	13	7	15	14	13	5	6	6	13	8	4	5	3	9	9	8	8	13	9	4	0					
		0.74%	0.0%	0.80%	0.84%	0.75%	0.41%	1.31%	1.15%	1.13%	0.69%	0.70%	0.35%	0.82%	0.61%	1.56%	1.80%	0.0%	0.0%	0.57%	0.97%	0.52%	0.35%	0.32%	1.09%	0.91%	0.91%	0.88%	0.55%	0.94%	0.96%	0.88%	0.41%	0.42%	0.63%	0.94%	0.73%	0.51%	0.40%	0.22%	0.60%	1.59%	0.61%	0.70%	0.88%	0.66%	0.90%	0.0%					
27	"10. ""Аграрная партия России"""	976	5	23	13	25	24	16	17	22	22	9	39	19	15	13	18	2	21	13	17	22	30	23	18	31	25	26	27	32	31	23	39	24	24	18	25	12	31	33	41	14	22	30	12	16	11	3					
		1.90%	2.04%	2.30%	1.82%	1.87%	1.64%	2.10%	2.18%	2.07%	3.07%	0.79%	2.76%	1.56%	1.16%	0.92%	1.47%	2.56%	1.69%	1.49%	2.06%	1.93%	2.67%	1.49%	1.31%	2.03%	2.07%	1.76%	2.12%	2.01%	2.13%	1.56%	3.21%	1.69%	2.54%	1.31%	2.31%	1.55%	2.48%	2.45%	2.76%	2.47%	1.68%	2.64%	0.81%	1.18%	2.49%	1.88%					
28	"11. ""Истинные патриоты России"""	28	0	1	0	0	0	0	1	1	1	0	1	0	2	1	0	0	0	1	1	1	1	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1					
		0.05%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.12%	0.09%	0.13%	0.0%	0.07%	0.0%	0.15%	0.07%	0.0%	0.0%	0.0%	0.11%	0.12%	0.08%	0.08%	0.25%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.07%	0.08%	0.0%	0.07%	0.22%	0.62%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	730	4	9	14	20	26	11	13	11	19	24	27	12	17	31	7	0	26	9	12	14	19	15	14	18	20	17	9	21	16	22	16	21	12	25	6	12	19	21	16	12	18	21	16	26	12	0					
		1.42%	1.63%	0.90%	1.96%	1.50%	1.77%	1.44%	1.67%	1.03%	2.65%	2.10%	1.91%	0.98%	1.31%	2.20%	0.57%	0.0%	2.09%	1.03%	1.45%	1.22%	1.69%	0.97%	1.02%	1.18%	1.65%	1.15%	0.70%	1.32%	1.10%	1.49%	1.31%	1.48%	1.27%	1.82%	0.55%	1.55%	1.52%	1.56%	1.07%	2.12%	1.37%	1.84%	1.08%	1.92%	2.72%	0.0%					
30	"13. ""Демократическая партия России"""	99	1	1	2	2	4	1	1	1	2	2	8	1	4	0	4	0	0	2	2	0	2	2	4	8	1	7	3	3	0	1	0	2	0	1	1	1	2	6	3	2	9	0	0	1	2	0					
		0.19%	0.40%	0.10%	0.28%	0.15%	0.27%	0.13%	0.12%	0.09%	0.27%	0.17%	0.56%	0.08%	0.30%	0.0%	0.32%	0.0%	0.0%	0.23%	0.24%	0.0%	0.17%	0.12%	0.29%	0.52%	0.08%	0.47%	0.23%	0.18%	0.0%	0.06%	0.0%	0.14%	0.0%	0.07%	0.09%	0.12%	0.16%	0.44%	0.20%	0.35%	0.68%	0.0%	0.0%	0.07%	0.45%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	99	0	2	2	4	4	0	2	3	0	5	2	1	6	1	1	0	2	0	5	4	1	4	4	2	3	3	2	4	1	1	0	1	4	4	3	4	6	3	2	0	0	2	0	1	0	0					
		0.19%	0.0%	0.20%	0.28%	0.30%	0.27%	0.0%	0.25%	0.28%	0.0%	0.43%	0.14%	0.08%	0.46%	0.07%	0.08%	0.0%	0.16%	0.0%	0.60%	0.35%	0.08%	0.25%	0.29%	0.13%	0.24%	0.20%	0.15%	0.25%	0.06%	0.06%	0.0%	0.07%	0.42%	0.29%	0.27%	0.51%	0.48%	0.22%	0.13%	0.0%	0.0%	0.17%	0.0%	0.07%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	80	0	1	2	1	1	1	2	0	3	1	0	3	2	2	2	0	1	1	2	2	0	6	2	0	2	8	3	0	2	0	3	4	1	3	2	0	2	2	5	1	0	4	2	0	1	0					
		0.15%	0.0%	0.10%	0.28%	0.07%	0.06%	0.13%	0.25%	0.0%	0.41%	0.08%	0.0%	0.24%	0.15%	0.14%	0.16%	0.0%	0.08%	0.11%	0.24%	0.17%	0.0%	0.38%	0.14%	0.0%	0.16%	0.54%	0.23%	0.0%	0.13%	0.0%	0.24%	0.28%	0.10%	0.21%	0.18%	0.0%	0.16%	0.14%	0.33%	0.17%	0.0%	0.35%	0.13%	0.0%	0.22%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	8794	43	194	110	219	202	120	116	163	100	146	247	207	194	256	260	7	229	197	124	187	180	268	216	252	213	267	218	290	239	280	199	278	178	228	152	147	195	213	308	74	184	130	303	337	75	49					
		17.17%	17.55%	19.41%	15.40%	16.46%	13.80%	15.78%	14.91%	15.36%	13.96%	12.82%	17.48%	17.06%	15.02%	18.18%	21.36%	8.97%	18.43%	22.66%	15.06%	16.41%	16.04%	17.40%	15.75%	16.52%	17.67%	18.16%	17.17%	18.29%	16.44%	19.07%	16.39%	19.63%	18.89%	16.65%	14.04%	19.04%	15.63%	15.86%	20.75%	13.09%	14.06%	11.44%	20.52%	25.0%	17.00%	30.81%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	85	0	3	2	2	6	0	5	3	5	3	3	2	3	0	1	1	2	0	1	4	1	2	2	1	1	4	1	2	1	1	1	1	2	1	1	0	2	2	1	1	4	4	2	1	0	0					
		0.16%	0.0%	0.30%	0.28%	0.15%	0.41%	0.0%	0.64%	0.28%	0.69%	0.26%	0.21%	0.16%	0.23%	0.0%	0.08%	1.28%	0.16%	0.0%	0.12%	0.35%	0.08%	0.12%	0.14%	0.06%	0.08%	0.27%	0.07%	0.12%	0.06%	0.06%	0.08%	0.07%	0.21%	0.07%	0.09%	0.0%	0.16%	0.14%	0.06%	0.17%	0.30%	0.35%	0.13%	0.07%	0.0%	0.0%					
35	"18. ""ЛДПР"""	4646	23	58	62	135	144	71	64	112	72	123	98	100	100	139	130	8	124	81	99	99	85	133	158	157	113	145	114	118	108	122	113	109	73	119	101	58	99	114	138	65	139	140	140	88	33	22					
		9.07%	9.38%	5.80%	8.68%	10.15%	9.84%	9.34%	8.22%	10.55%	10.05%	10.80%	6.93%	8.24%	7.74%	9.87%	10.68%	10.25%	9.98%	9.32%	12.02%	8.69%	7.57%	8.63%	11.52%	10.29%	9.37%	9.86%	8.98%	7.44%	7.43%	8.31%	9.30%	7.69%	7.74%	8.69%	9.33%	7.51%	7.93%	8.48%	9.29%	11.50%	10.62%	12.32%	9.48%	6.52%	7.48%	13.83%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	663	2	13	7	19	21	12	15	27	10	27	19	12	23	17	12	0	13	9	15	14	11	16	19	10	19	11	20	16	20	19	6	15	11	12	12	8	35	13	20	6	28	20	8	11	7	3					
		1.29%	0.81%	1.30%	0.98%	1.42%	1.43%	1.57%	1.92%	2.54%	1.39%	2.37%	1.34%	0.98%	1.78%	1.20%	0.98%	0.0%	1.04%	1.03%	1.82%	1.22%	0.98%	1.03%	1.38%	0.65%	1.57%	0.74%	1.57%	1.00%	1.37%	1.29%	0.49%	1.05%	1.16%	0.87%	1.10%	1.03%	2.80%	0.96%	1.34%	1.06%	2.14%	1.76%	0.54%	0.81%	1.58%	1.88%					
37	"20. ""Политическая партия ""Единая Россия"""	16732	55	262	206	442	507	229	243	344	238	416	468	435	484	475	457	32	402	254	222	385	355	430	436	483	377	490	432	485	480	511	400	448	291	518	383	250	401	480	425	190	481	413	447	411	124	35					
		32.67%	22.44%	26.22%	28.85%	33.23%	34.65%	30.13%	31.23%	32.42%	33.24%	36.55%	33.12%	35.86%	37.49%	33.73%	37.55%	41.02%	32.36%	29.22%	26.97%	33.80%	31.63%	27.92%	31.80%	31.67%	31.28%	33.33%	34.04%	30.59%	33.03%	34.80%	32.94%	31.63%	30.89%	37.83%	35.39%	32.38%	32.15%	35.74%	28.63%	33.62%	36.77%	36.35%	30.28%	30.48%	28.11%	22.01%					
38	"21. ""Российская Конституционно-демократическая партия"""	71	0	0	1	1	3	0	1	2	0	0	5	2	1	4	1	0	4	1	4	6	2	1	0	3	1	3	2	2	0	3	0	4	0	0	0	1	1	2	1	1	0	2	1	3	2	0					
		0.13%	0.0%	0.0%	0.14%	0.07%	0.20%	0.0%	0.12%	0.18%	0.0%	0.0%	0.35%	0.16%	0.07%	0.28%	0.08%	0.0%	0.32%	0.11%	0.48%	0.52%	0.17%	0.06%	0.0%	0.19%	0.08%	0.20%	0.15%	0.12%	0.0%	0.20%	0.0%	0.28%	0.0%	0.0%	0.0%	0.12%	0.08%	0.14%	0.06%	0.17%	0.0%	0.17%	0.06%	0.22%	0.45%	0.0%					
39	"22. ""Развитие предпринимательства"""	119	1	2	0	5	0	2	5	4	3	2	4	2	2	4	2	0	3	3	2	0	5	5	2	3	4	5	4	3	2	6	2	3	2	2	0	1	2	3	1	2	1	4	7	3	1	0					
		0.23%	0.40%	0.20%	0.0%	0.37%	0.0%	0.26%	0.64%	0.37%	0.41%	0.17%	0.28%	0.16%	0.15%	0.28%	0.16%	0.0%	0.24%	0.34%	0.24%	0.0%	0.44%	0.32%	0.14%	0.19%	0.33%	0.34%	0.31%	0.18%	0.13%	0.40%	0.16%	0.21%	0.21%	0.14%	0.0%	0.12%	0.16%	0.22%	0.06%	0.35%	0.07%	0.35%	0.47%	0.22%	0.22%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4789	40	99	76	135	110	85	102	133	67	93	168	107	97	107	89	9	73	62	75	87	105	188	113	121	110	133	113	177	168	109	115	166	81	114	98	71	133	128	166	54	102	74	124	148	41	23					
		9.35%	16.32%	9.90%	10.64%	10.15%	7.51%	11.18%	13.11%	12.53%	9.35%	8.17%	11.88%	8.82%	7.51%	7.59%	7.31%	11.53%	5.87%	7.13%	9.11%	7.63%	9.35%	12.20%	8.24%	7.93%	9.12%	9.04%	8.90%	11.16%	11.56%	7.42%	9.47%	11.72%	8.59%	8.32%	9.05%	9.19%	10.66%	9.53%	11.18%	9.55%	7.79%	6.51%	8.40%	10.97%	9.29%	14.46%					
																																																					
41	Против всех	2878	10	59	34	78	100	48	27	48	48	72	66	81	92	105	13	8	70	39	45	62	86	102	98	75	53	76	66	84	86	81	79	66	59	68	62	44	71	69	80	24	61	70	101	73	30	9					
		5.62%	4.08%	5.90%	4.76%	5.86%	6.83%	6.31%	3.47%	4.52%	6.70%	6.32%	4.67%	6.67%	7.12%	7.45%	1.06%	10.25%	5.63%	4.48%	5.46%	5.44%	7.66%	6.62%	7.14%	4.91%	4.39%	5.17%	5.20%	5.29%	5.91%	5.51%	6.50%	4.66%	6.26%	4.96%	5.73%	5.69%	5.69%	5.13%	5.39%	4.24%	4.66%	6.16%	6.84%	5.41%	6.80%	5.66%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
