Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																	
Дата голосования: 18.09.2016																																																																	
																																																																	
Наименование Избирательной комиссии:    Алексеевская																																																																	
																																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																																	
																																																																	
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	340	15	15	10	15	10	15	20	10	10	15	15	10	20	3	10	3	2	5	3	5	10	5	3	3	1	2	1	3	3	4	5	1	3	1	1	6	1	4	3	2	10	1	4	1	5	10	4	5	2	1	15	5	1	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	221	12	15	10	8	6	11	18	3	9	2	12	6	20	1	7	1	1	5	2	5	10	5	1	0	0	0	0	0	3	0	2	0	2	1	0	0	0	4	0	0	10	1	0	0	5	4	2	0	0	1	15	1	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	113	17	7	11	7	1	11	2	4	6	1	3	4	3	2	9	2	0	0	3	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0	1	0	0	2	2	0	1	0	5	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	119	3	0	0	7	4	4	2	7	1	13	3	4	0	2	3	2	1	0	1	0	0	0	2	3	1	2	1	3	0	4	3	1	1	0	1	6	1	0	3	2	0	0	4	1	0	6	2	5	2	0	0	4	1	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	44	2	1	4	1	1	4	5	0	3	3	1	2	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	4	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	190	12	9	6	0	5	18	5	14	9	6	10	15	0	0	2	2	0	0	3	0	2	0	2	0	1	0	0	0	25	3	0	0	1	0	0	0	0	2	1	0	4	0	5	1	1	5	3	1	0	0	5	0	12	0									
		0.45%	0.61%	0.62%	0.41%	0.00%	0.29%	0.85%	0.23%	0.71%	0.52%	0.32%	0.52%	1.05%	0.00%	0.00%	0.17%	0.57%	0.00%	0.00%	0.64%	0.00%	0.48%	0.00%	0.25%	0.00%	0.33%	0.00%	0.00%	0.00%	2.17%	0.30%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.44%	0.26%	0.00%	0.57%	0.00%	1.48%	0.59%	0.30%	0.48%	0.41%	0.24%	0.00%	0.00%	0.68%	0.00%	2.78%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	426	16	12	21	6	16	28	16	23	9	18	11	8	10	2	19	6	3	0	6	2	11	4	6	2	6	2	0	7	18	7	0	0	4	5	8	0	4	12	9	0	3	4	1	4	6	10	18	5	1	1	28	0	4	4									
		1.00%	0.81%	0.83%	1.45%	0.31%	0.92%	1.33%	0.75%	1.17%	0.52%	0.95%	0.57%	0.56%	0.82%	0.71%	1.58%	1.70%	1.74%	0.00%	1.27%	0.45%	2.63%	1.17%	0.76%	0.78%	1.95%	0.51%	0.00%	2.15%	1.56%	0.69%	0.00%	0.00%	1.00%	1.97%	4.08%	0.00%	2.58%	2.62%	2.36%	0.00%	0.43%	1.98%	0.30%	2.35%	1.79%	0.96%	2.45%	1.21%	0.79%	0.89%	3.83%	0.00%	0.93%	0.83%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	316	20	11	18	1	10	26	19	22	12	16	12	12	24	1	6	1	4	0	2	4	6	2	6	2	3	2	0	3	19	1	0	1	2	2	0	0	2	5	1	1	5	0	1	2	2	4	7	3	1	0	5	2	2	3									
		0.74%	1.01%	0.76%	1.24%	0.05%	0.57%	1.23%	0.89%	1.12%	0.69%	0.84%	0.62%	0.84%	1.98%	0.35%	0.50%	0.28%	2.33%	0.00%	0.42%	0.89%	1.44%	0.59%	0.76%	0.78%	0.98%	0.51%	0.00%	0.92%	1.65%	0.10%	0.00%	1.16%	0.50%	0.79%	0.00%	0.00%	1.29%	1.09%	0.26%	0.79%	0.71%	0.00%	0.30%	1.18%	0.60%	0.38%	0.95%	0.73%	0.79%	0.00%	0.68%	0.30%	0.46%	0.62%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	32559	1508	1032	1167	1463	1304	1575	1642	1437	1473	1392	1466	1051	899	213	952	250	113	812	194	401	193	248	645	217	261	334	129	258	922	841	775	70	305	207	176	788	125	331	307	112	565	125	219	133	252	857	522	351	111	99	394	625	324	394									
		76.71%	76.12%	71.17%	80.59%	75.03%	74.81%	74.61%	76.80%	73.17%	84.80%	73.26%	76.16%	73.50%	74.05%	75.53%	79.20%	70.82%	65.70%	90.83%	41.19%	89.71%	46.17%	72.73%	81.65%	84.11%	85.02%	85.86%	86.00%	79.38%	80.03%	83.10%	78.44%	81.40%	76.25%	81.50%	89.80%	83.03%	80.65%	72.27%	80.37%	88.19%	80.14%	61.88%	64.99%	78.24%	75.00%	82.25%	70.92%	85.19%	87.40%	88.39%	53.83%	93.28%	75.17%	81.40%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	89	10	6	2	1	4	12	4	5	3	6	0	2	3	1	1	3	0	0	1	0	2	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	3	1	1	0	3	0	1	0	0	0	4	0	1	0									
		0.21%	0.50%	0.41%	0.14%	0.05%	0.23%	0.57%	0.19%	0.25%	0.17%	0.32%	0.00%	0.14%	0.25%	0.35%	0.08%	0.85%	0.00%	0.00%	0.21%	0.00%	0.48%	0.29%	0.00%	0.39%	0.33%	0.00%	0.00%	0.00%	0.09%	0.10%	0.10%	0.00%	0.25%	0.39%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.43%	0.50%	0.30%	0.00%	0.89%	0.00%	0.14%	0.00%	0.00%	0.00%	0.55%	0.00%	0.23%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	73	7	4	0	3	0	2	0	4	3	5	4	0	2	0	3	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	8	0	0	0	0	17	0	0	1	0	0	0	1	0	3	2	0	0	0	0	0	1	0	0									
		0.17%	0.35%	0.28%	0.00%	0.15%	0.00%	0.09%	0.00%	0.20%	0.17%	0.26%	0.21%	0.00%	0.16%	0.00%	0.25%	0.00%	0.58%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.30%	0.00%	0.89%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3206	150	142	85	128	165	180	147	189	105	188	179	163	127	33	111	42	25	52	34	18	61	22	61	6	11	15	8	13	89	40	0	4	18	18	6	19	11	23	27	7	35	47	53	11	29	49	69	23	5	2	103	12	27	19									
		7.55%	7.57%	9.79%	5.87%	6.56%	9.47%	8.53%	6.88%	9.62%	6.04%	9.89%	9.30%	11.40%	10.46%	11.70%	9.23%	11.90%	14.53%	5.82%	7.22%	4.03%	14.59%	6.45%	7.72%	2.33%	3.58%	3.86%	5.33%	4.00%	7.73%	3.95%	0.00%	4.65%	4.50%	7.09%	3.06%	2.00%	7.10%	5.02%	7.07%	5.51%	4.96%	23.27%	15.73%	6.47%	8.63%	4.70%	9.38%	5.58%	3.94%	1.79%	14.07%	1.79%	6.26%	3.93%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	62	0	6	3	2	4	7	0	1	5	8	0	0	4	0	3	3	0	0	0	2	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	3	0	0	0	0	1	1	0									
		0.15%	0.00%	0.41%	0.21%	0.10%	0.23%	0.33%	0.00%	0.05%	0.29%	0.42%	0.00%	0.00%	0.33%	0.00%	0.25%	0.85%	0.00%	0.00%	0.00%	0.45%	0.00%	0.29%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.43%	0.00%	0.00%	0.00%	0.30%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.15%	0.23%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	94	11	8	7	1	3	7	6	12	3	6	3	0	3	0	0	2	0	0	1	0	0	0	4	0	1	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	2	0	0	0	1	2	0	0	0	0	3	0	3	0									
		0.22%	0.56%	0.55%	0.48%	0.05%	0.17%	0.33%	0.28%	0.61%	0.17%	0.32%	0.16%	0.00%	0.25%	0.00%	0.00%	0.57%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.51%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.30%	0.19%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.70%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	3	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0									
		0.04%	0.15%	0.00%	0.07%	0.00%	0.06%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	100	10	10	6	4	2	11	7	4	3	2	0	4	3	0	3	2	0	0	1	0	1	1	2	0	1	0	1	1	0	3	1	0	0	1	0	0	0	5	1	0	2	0	0	0	2	3	0	0	0	0	3	0	0	0									
		0.24%	0.50%	0.69%	0.41%	0.21%	0.11%	0.52%	0.33%	0.20%	0.17%	0.11%	0.00%	0.28%	0.25%	0.00%	0.25%	0.57%	0.00%	0.00%	0.21%	0.00%	0.24%	0.29%	0.25%	0.00%	0.33%	0.00%	0.67%	0.31%	0.00%	0.30%	0.10%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	1.09%	0.26%	0.00%	0.28%	0.00%	0.00%	0.00%	0.60%	0.29%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3660	173	168	95	178	64	180	164	204	57	162	197	129	93	25	75	38	19	20	217	14	131	58	38	28	14	29	12	35	33	68	173	7	33	19	0	38	12	18	22	5	71	18	46	19	33	87	78	26	3	8	159	16	17	34									
		8.62%	8.73%	11.59%	6.56%	9.13%	3.67%	8.53%	7.67%	10.39%	3.28%	8.53%	10.23%	9.02%	7.66%	8.87%	6.24%	10.76%	11.05%	2.24%	46.07%	3.13%	31.34%	17.01%	4.81%	10.85%	4.56%	7.46%	8.00%	10.77%	2.86%	6.72%	17.51%	8.14%	8.25%	7.48%	0.00%	4.00%	7.74%	3.93%	5.76%	3.94%	10.07%	8.91%	13.65%	11.18%	9.82%	8.35%	10.60%	6.31%	2.36%	7.14%	21.72%	2.39%	3.94%	7.02%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	75	4	2	3	0	4	5	2	2	3	1	4	5	3	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	16	0	2	2	0	2	1	2	0	0	1	3	0	0	0	0	0	0	0									
		0.18%	0.20%	0.14%	0.21%	0.00%	0.23%	0.24%	0.09%	0.10%	0.17%	0.05%	0.21%	0.35%	0.25%	0.00%	0.17%	0.00%	0.58%	0.00%	0.00%	0.00%	0.24%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.44%	0.52%	0.00%	0.28%	0.50%	0.59%	0.00%	0.00%	0.10%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1292	42	35	27	162	156	41	126	35	44	76	31	29	38	7	18	3	3	10	5	5	6	3	18	1	7	6	0	6	45	40	30	4	12	0	6	71	1	10	6	2	9	4	2	0	3	11	27	3	2	2	16	11	8	27									
		3.04%	2.12%	2.41%	1.86%	8.31%	8.95%	1.94%	5.89%	1.78%	2.53%	4.00%	1.61%	2.03%	3.13%	2.48%	1.50%	0.85%	1.74%	1.12%	1.06%	1.12%	1.44%	0.88%	2.28%	0.39%	2.28%	1.54%	0.00%	1.85%	3.91%	3.95%	3.04%	4.65%	3.00%	0.00%	3.06%	7.48%	0.65%	2.18%	1.57%	1.57%	1.28%	1.98%	0.59%	0.00%	0.89%	1.06%	3.67%	0.73%	1.57%	1.79%	2.19%	1.64%	1.86%	5.58%									
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
