Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Ольхонская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	23	1	6	0	0	0	0	0	8	0	0	2	0	2	0	0	4	0					
		0.56%	1.81%	1.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	1.03%	0.0%	0.84%	0.0%	0.0%	0.8%	0.0%					
35	"18. ""ЛДПР"""	170	5	23	2	5	14	0	1	76	0	0	1	4	2	0	1	35	1					
		4.18%	9.09%	4.81%	1.32%	11.36%	5.44%	0.0%	0.86%	5.13%	0.0%	0.0%	0.51%	3.80%	0.84%	0.0%	1.23%	7.0%	2.5%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	46	1	9	4	1	2	0	0	17	1	1	1	0	0	0	1	8	0					
		1.13%	1.81%	1.88%	2.64%	2.27%	0.77%	0.0%	0.0%	1.14%	0.90%	0.96%	0.51%	0.0%	0.0%	0.0%	1.23%	1.6%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	2809	37	307	109	21	204	76	86	916	87	86	166	70	194	28	60	331	31					
		69.13%	67.27%	64.22%	72.18%	47.72%	79.37%	92.68%	74.78%	61.93%	78.37%	82.69%	85.56%	66.66%	82.20%	90.32%	74.07%	66.2%	77.5%					
38	"21. ""Российская Конституционно-демократическая партия"""	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.2%	0.0%					
39	"22. ""Развитие предпринимательства"""	3	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0					
		0.07%	0.0%	0.0%	0.0%	2.27%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	345	0	63	14	8	10	0	11	151	3	0	5	11	11	0	5	53	0					
		8.49%	0.0%	13.17%	9.27%	18.18%	3.89%	0.0%	9.56%	10.20%	2.70%	0.0%	2.57%	10.47%	4.66%	0.0%	6.17%	10.6%	0.0%					
																								
41	Против всех	61	1	7	2	3	3	0	0	24	3	0	2	6	3	2	1	4	0					
		1.50%	1.81%	1.46%	1.32%	6.81%	1.16%	0.0%	0.0%	1.62%	2.70%	0.0%	1.03%	5.71%	1.27%	6.45%	1.23%	0.8%	0.0%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
