Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Серышевская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2599	66	28	63	20	18	56	16	37	47	27	51	10	39	36	36	18	173	130	48	44	41	10	71	117	90	29	48	62	15	11	17	43	36	128	153	447	318									
		28.68%	30.99%	17.07%	26.92%	33.33%	14.75%	23.53%	27.12%	18.41%	24.48%	10.67%	21.16%	8.26%	21.08%	18.09%	24.49%	18.56%	35.31%	33.94%	34.04%	37.29%	39.42%	14.08%	29.46%	31.37%	33.71%	22.48%	35.29%	26.16%	16.13%	15.49%	14.91%	34.40%	14.57%	29.09%	24.56%	39.80%	39.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	0	0	0	0	0	2	2									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.82%	0.42%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.24%	0.00%	0.37%	0.78%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.25%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	33	1	1	1	0	1	1	0	2	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	2	3	0	1	2	0	0	1	1	0	1	1	5	4									
		0.36%	0.47%	0.61%	0.43%	0.00%	0.82%	0.42%	0.00%	0.99%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.54%	1.12%	0.00%	0.74%	0.84%	0.00%	0.00%	0.88%	0.80%	0.00%	0.23%	0.16%	0.45%	0.49%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	2	0	2	1	0	0	0	0	0	0	1	0	0	0	0	2	3									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.82%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.54%	0.50%	0.68%	0.00%	0.20%	0.00%	0.00%	0.85%	1.92%	0.00%	0.83%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.18%	0.37%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	1	2	1	2	4	7	4									
		0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.41%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.00%	0.00%	0.54%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	1.60%	0.40%	0.45%	0.64%	0.62%	0.49%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1493	34	22	43	15	6	45	21	28	19	48	48	12	16	39	27	21	45	49	17	23	13	5	44	67	46	23	27	54	7	28	19	7	46	90	138	177	124									
		16.48%	15.96%	13.41%	18.38%	25.00%	4.92%	18.91%	35.59%	13.93%	9.90%	18.97%	19.92%	9.92%	8.65%	19.60%	18.37%	21.65%	9.18%	12.79%	12.06%	19.49%	12.50%	7.04%	18.26%	17.96%	17.23%	17.83%	19.85%	22.78%	7.53%	39.44%	16.67%	5.60%	18.62%	20.45%	22.15%	15.76%	15.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	40	0	1	0	0	0	2	0	1	0	0	1	1	0	2	3	2	2	1	2	0	0	0	1	0	1	1	0	1	0	0	0	0	1	4	1	6	6									
		0.44%	0.00%	0.61%	0.00%	0.00%	0.00%	0.84%	0.00%	0.50%	0.00%	0.00%	0.41%	0.83%	0.00%	1.01%	2.04%	2.06%	0.41%	0.26%	1.42%	0.00%	0.00%	0.00%	0.41%	0.00%	0.37%	0.78%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.40%	0.91%	0.16%	0.53%	0.74%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	144	2	1	0	1	0	7	0	2	2	3	0	3	1	3	1	3	11	5	0	2	0	0	3	8	3	2	3	4	0	1	0	2	1	16	9	31	14									
		1.59%	0.94%	0.61%	0.00%	1.67%	0.00%	2.94%	0.00%	0.99%	1.04%	1.19%	0.00%	2.48%	0.54%	1.51%	0.68%	3.09%	2.24%	1.31%	0.00%	1.69%	0.00%	0.00%	1.24%	2.14%	1.12%	1.55%	2.21%	1.69%	0.00%	1.41%	0.00%	1.60%	0.40%	3.64%	1.44%	2.76%	1.73%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
