Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Урайская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	102	3	10	5	3	10	7	0	7	4	9	5	7	7	6	3	3	2	2	1	8									
14	Число погашенных неиспользованных открепительных удостоверений	462	26	28	26	30	26	36	25	26	21	11	11	18	19	18	23	28	34	23	16	17									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	126	5	11	3	6	4	7	1	6	5	6	6	10	9	6	9	4	3	7	7	11									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	197	14	11	6	8	6	8	6	10	12	15	13	8	12	11	9	8	17	6	10	7									
		1.41%	2.04%	1.61%	1.05%	1.08%	0.88%	0.92%	1.37%	1.31%	1.52%	2.09%	1.81%	1.05%	1.65%	1.78%	1.08%	1.44%	2.26%	0.91%	1.46%	1.01%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	368	23	8	17	29	16	24	8	21	16	13	9	14	15	24	25	18	27	19	19	23									
		2.64%	3.35%	1.17%	2.96%	3.90%	2.36%	2.77%	1.83%	2.76%	2.03%	1.82%	1.25%	1.84%	2.07%	3.89%	3.00%	3.23%	3.60%	2.88%	2.78%	3.30%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	340	15	11	9	19	14	16	13	17	8	33	15	14	21	19	20	18	19	14	22	23									
		2.44%	2.19%	1.61%	1.57%	2.55%	2.06%	1.85%	2.97%	2.23%	1.01%	4.61%	2.09%	1.84%	2.89%	3.08%	2.40%	3.23%	2.53%	2.12%	3.22%	3.30%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6183	267	310	248	311	265	389	170	357	363	344	359	377	303	282	377	229	317	262	318	335									
		44.37%	38.92%	45.39%	43.21%	41.80%	39.09%	44.97%	38.90%	46.85%	46.01%	48.04%	50.00%	49.48%	41.74%	45.71%	45.31%	41.11%	42.21%	39.76%	46.49%	48.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	113	2	5	3	4	3	7	6	7	9	7	8	8	9	6	8	2	8	4	3	4									
		0.81%	0.29%	0.73%	0.52%	0.54%	0.44%	0.81%	1.37%	0.92%	1.14%	0.98%	1.11%	1.05%	1.24%	0.97%	0.96%	0.36%	1.07%	0.61%	0.44%	0.57%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	1	3	0	2	2	0	1	1	0	4	3	3	2	3	4	0	2	1	1	0									
		0.24%	0.15%	0.44%	0.00%	0.27%	0.29%	0.00%	0.23%	0.13%	0.00%	0.56%	0.42%	0.39%	0.28%	0.49%	0.48%	0.00%	0.27%	0.15%	0.15%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3575	201	182	186	209	215	221	139	171	203	137	166	193	176	158	186	148	205	157	172	150									
		25.65%	29.30%	26.65%	32.40%	28.09%	31.71%	25.55%	31.81%	22.44%	25.73%	19.13%	23.12%	25.33%	24.24%	25.61%	22.36%	26.57%	27.30%	23.82%	25.15%	21.55%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	81	3	3	1	5	7	6	2	6	7	5	2	0	6	3	5	2	4	5	2	7									
		0.58%	0.44%	0.44%	0.17%	0.67%	1.03%	0.69%	0.46%	0.79%	0.89%	0.70%	0.28%	0.00%	0.83%	0.49%	0.60%	0.36%	0.53%	0.76%	0.29%	1.01%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	171	8	7	4	11	8	15	4	21	9	7	6	8	14	1	9	4	12	5	5	13									
		1.23%	1.17%	1.02%	0.70%	1.48%	1.18%	1.73%	0.92%	2.76%	1.14%	0.98%	0.84%	1.05%	1.93%	0.16%	1.08%	0.72%	1.60%	0.76%	0.73%	1.87%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	1	1	0	0	0	2	0	2	0	0	0	0	0	1	1	3	0	2	0									
		0.09%	0.00%	0.15%	0.17%	0.00%	0.00%	0.00%	0.46%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.18%	0.40%	0.00%	0.29%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	161	8	13	2	9	4	13	4	14	9	7	12	6	6	8	8	4	8	10	8	8									
		1.16%	1.17%	1.90%	0.35%	1.21%	0.59%	1.50%	0.92%	1.84%	1.14%	0.98%	1.67%	0.79%	0.83%	1.30%	0.96%	0.72%	1.07%	1.52%	1.17%	1.15%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1401	79	79	45	71	57	80	32	72	79	72	72	65	93	44	107	67	60	97	71	59									
		10.05%	11.52%	11.57%	7.84%	9.54%	8.41%	9.25%	7.32%	9.45%	10.01%	10.06%	10.03%	8.53%	12.81%	7.13%	12.86%	12.03%	7.99%	14.72%	10.38%	8.48%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	72	2	4	2	6	1	2	2	5	7	4	4	3	7	2	3	4	2	6	1	5									
		0.52%	0.29%	0.59%	0.35%	0.81%	0.15%	0.23%	0.46%	0.66%	0.89%	0.56%	0.56%	0.39%	0.96%	0.32%	0.36%	0.72%	0.27%	0.91%	0.15%	0.72%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	499	30	24	14	24	25	32	19	32	24	24	22	27	20	12	31	20	35	28	23	33									
		3.58%	4.37%	3.51%	2.44%	3.23%	3.69%	3.70%	4.35%	4.20%	3.04%	3.35%	3.06%	3.54%	2.75%	1.94%	3.73%	3.59%	4.66%	4.25%	3.36%	4.74%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
