Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																						
Дата голосования: 04.12.2011																																																																						
																																																																						
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №4																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3207	30	22	20	23	20	30	15	15	25	18	26	18	15	35	23	21	27	25	20	28	33	25	23	15	20	15	20	26	18	27	20	25	117	91	58	74	88	71	57	85	89	180	51	65	100	108	70	87	82	21	105	75	91	77	80	89	134	85	100	74	80	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	3129	27	22	20	23	20	30	14	14	24	16	26	18	10	34	23	21	27	25	20	28	31	24	23	15	20	8	20	25	18	27	18	24	117	91	58	74	83	71	57	84	89	180	51	57	100	104	67	81	82	21	105	72	84	77	80	81	134	83	98	74	79	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1245	9	17	16	23	19	17	4	9	4	8	10	8	14	9	11	18	25	24	3	29	16	42	19	13	46	27	20	18	19	12	11	14	8	18	11	6	17	12	15	18	18	10	13	30	22	15	12	7	16	19	14	44	7	11	22	18	107	17	13	7	27	21	136					
14	Число погашенных неиспользованных открепительных удостоверений	78	3	0	0	0	0	0	1	1	1	2	0	0	5	1	0	0	0	0	0	0	2	1	0	0	0	7	0	1	0	0	2	1	0	0	0	0	5	0	0	1	0	0	0	8	0	4	3	6	0	0	0	3	7	0	0	8	0	2	2	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	362	1	1	10	5	6	10	4	1	7	3	7	1	5	10	4	7	12	7	7	8	3	7	5	7	6	2	5	2	2	6	5	3	6	6	5	3	5	10	6	9	10	4	9	6	6	10	12	4	2	13	7	8	6	5	6	4	1	11	7	7	5	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	10513	196	359	278	161	164	295	147	280	133	268	323	317	282	363	87	127	220	188	178	139	189	156	92	197	336	82	185	122	316	116	90	199	170	198	134	81	149	139	85	137	149	81	62	307	103	81	71	83	95	304	109	68	87	48	63	52	141	323	106	285	98	88	31					
		15.71%	13.84%	28.88%	15.57%	13.08%	16.84%	31.62%	16.03%	29.57%	13.43%	30.45%	29.58%	31.61%	18.54%	21.74%	7.83%	12.82%	16.49%	16.91%	15.52%	12.56%	12.71%	14.26%	9.15%	18.74%	26.77%	17.19%	14.12%	12.45%	26.16%	10.97%	7.84%	16.27%	12.97%	13.20%	10.47%	10.92%	12.44%	11.64%	11.38%	13.21%	13.12%	12.00%	7.20%	30.46%	8.96%	7.62%	9.54%	8.65%	9.13%	30.68%	12.91%	6.56%	9.16%	4.85%	6.42%	6.49%	10.94%	30.33%	12.25%	30.32%	10.55%	11.38%	22.79%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6319	180	152	168	130	81	112	72	75	87	81	87	99	73	104	100	77	78	113	74	79	110	101	107	105	119	49	73	94	127	96	161	104	157	183	84	94	108	116	76	105	107	87	56	106	106	117	82	98	111	96	84	109	54	119	118	62	132	123	58	84	85	112	22					
		9.44%	12.71%	12.23%	9.41%	10.56%	8.32%	12.00%	7.85%	7.92%	8.79%	9.20%	7.97%	9.87%	4.80%	6.23%	9.00%	7.77%	5.85%	10.16%	6.45%	7.14%	7.40%	9.23%	10.65%	9.99%	9.48%	10.27%	5.57%	9.59%	10.51%	9.08%	14.02%	8.50%	11.98%	12.20%	6.56%	12.67%	9.02%	9.72%	10.17%	10.13%	9.42%	12.89%	6.50%	10.52%	9.23%	11.01%	11.02%	10.22%	10.66%	9.69%	9.95%	10.51%	5.68%	12.03%	12.02%	7.74%	10.24%	11.55%	6.71%	8.94%	9.15%	14.49%	16.18%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	860	15	15	49	8	10	13	9	11	15	10	14	12	9	24	15	12	9	19	10	17	14	14	13	11	19	7	25	14	18	15	16	10	16	21	18	6	15	12	9	15	15	9	7	8	17	10	11	14	12	19	14	12	13	8	10	12	24	12	8	10	15	14	2					
		1.28%	1.06%	1.21%	2.75%	0.65%	1.03%	1.39%	0.98%	1.16%	1.52%	1.14%	1.28%	1.20%	0.59%	1.44%	1.35%	1.21%	0.67%	1.71%	0.87%	1.54%	0.94%	1.28%	1.29%	1.05%	1.51%	1.47%	1.91%	1.43%	1.49%	1.42%	1.39%	0.82%	1.22%	1.40%	1.41%	0.81%	1.25%	1.01%	1.20%	1.45%	1.32%	1.33%	0.81%	0.79%	1.48%	0.94%	1.48%	1.46%	1.15%	1.92%	1.66%	1.16%	1.37%	0.81%	1.02%	1.50%	1.86%	1.13%	0.92%	1.06%	1.61%	1.81%	1.47%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10184	226	202	254	170	132	145	149	155	160	168	182	125	132	227	174	190	205	161	177	164	165	144	141	108	204	61	200	133	181	146	171	149	192	225	248	146	194	192	136	177	199	139	124	164	182	186	116	169	160	169	139	153	156	169	168	124	193	144	110	183	115	89	22					
		15.21%	15.96%	16.25%	14.23%	13.81%	13.55%	15.54%	16.25%	16.37%	16.16%	19.09%	16.67%	12.46%	8.68%	13.59%	15.66%	19.17%	15.37%	14.48%	15.43%	14.81%	11.10%	13.16%	14.03%	10.28%	16.25%	12.79%	15.27%	13.57%	14.98%	13.81%	14.90%	12.18%	14.65%	15.00%	19.38%	19.68%	16.19%	16.08%	18.21%	17.07%	17.52%	20.59%	14.40%	16.27%	15.84%	17.50%	15.59%	17.62%	15.37%	17.05%	16.47%	14.75%	16.42%	17.09%	17.11%	15.48%	14.97%	13.52%	12.72%	19.47%	12.38%	11.51%	16.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	7966	120	156	167	140	122	104	99	133	116	113	133	87	56	160	151	104	187	100	138	162	102	152	168	109	138	51	224	136	189	172	146	158	113	125	71	60	162	155	87	99	123	66	199	169	177	150	102	138	122	112	95	144	180	159	149	137	169	134	55	126	42	43	10					
		11.90%	8.47%	12.55%	9.36%	11.37%	12.53%	11.15%	10.80%	14.04%	11.72%	12.84%	12.18%	8.67%	3.68%	9.58%	13.59%	10.49%	14.02%	8.99%	12.03%	14.63%	6.86%	13.89%	16.72%	10.37%	10.99%	10.69%	17.10%	13.88%	15.65%	16.27%	12.72%	12.92%	8.62%	8.33%	5.55%	8.09%	13.52%	12.98%	11.65%	9.55%	10.83%	9.78%	23.11%	16.77%	15.40%	14.11%	13.71%	14.39%	11.72%	11.30%	11.26%	13.89%	18.95%	16.08%	15.17%	17.10%	13.11%	12.58%	6.36%	13.40%	4.52%	5.56%	7.35%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	29302	636	329	805	542	441	250	418	276	453	219	307	343	951	762	556	453	623	501	547	528	881	495	457	498	405	215	572	453	330	483	524	553	631	702	694	342	549	551	342	478	519	274	397	232	531	499	335	435	513	262	388	535	435	448	447	398	598	252	511	232	549	370	47					
		43.78%	44.92%	26.47%	45.10%	44.03%	45.28%	26.80%	45.58%	29.14%	45.76%	24.89%	28.11%	34.20%	62.52%	45.63%	50.05%	45.71%	46.70%	45.05%	47.69%	47.70%	59.25%	45.25%	45.47%	47.38%	32.27%	45.07%	43.66%	46.22%	27.32%	45.70%	45.64%	45.22%	48.13%	46.80%	54.22%	46.09%	45.83%	46.15%	45.78%	46.09%	45.69%	40.59%	46.11%	23.02%	46.21%	46.94%	45.03%	45.36%	49.28%	26.44%	45.97%	51.59%	45.79%	45.30%	45.52%	49.69%	46.39%	23.66%	59.08%	24.68%	59.10%	47.87%	34.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	608	12	10	28	11	4	4	6	6	8	9	6	4	14	15	13	9	12	12	3	4	9	12	9	9	17	4	13	10	9	16	18	5	12	9	12	5	7	10	4	7	7	8	5	6	9	5	6	6	10	10	4	8	5	16	15	12	8	11	4	9	10	45	2					
		0.91%	0.85%	0.80%	1.57%	0.89%	0.41%	0.43%	0.65%	0.63%	0.81%	1.02%	0.55%	0.40%	0.92%	0.90%	1.17%	0.91%	0.90%	1.08%	0.26%	0.36%	0.61%	1.10%	0.90%	0.86%	1.35%	0.84%	0.99%	1.02%	0.75%	1.51%	1.57%	0.41%	0.92%	0.60%	0.94%	0.67%	0.58%	0.84%	0.54%	0.68%	0.62%	1.19%	0.58%	0.60%	0.78%	0.47%	0.81%	0.63%	0.96%	1.01%	0.47%	0.77%	0.53%	1.62%	1.53%	1.50%	0.62%	1.03%	0.46%	0.96%	1.08%	5.82%	1.47%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
